nom_banque;code_etab;nom_etab;code_agence;nom_agence;rue;coords
Banque Populaire;13807;Banque Populaire Grand Ouest;10668;PLOEMEUR;21 Place de l''Eglise;47.736494,-3.427738
Banque Populaire;10107;BRED-Banque Populaire;00364;BRAY SUR SEINE;27, rue du Général Leclerc;48.415975,3.237713
Banque Populaire;10107;BRED-Banque Populaire;00367;LA FERTE GAUCHER;6, pl du Général de Gaulle;48.781106,3.305897
Banque Populaire;13807;Banque Populaire Grand Ouest;10950;AURAY CM;36, boulevard de l'Océan;47.664307,-3.003701
Banque Populaire;13807;Banque Populaire Grand Ouest;10952;CARNAC CM;31, rue Saint Cornely;47.58414,-3.082085
Banque Populaire;10107;BRED-Banque Populaire;00371;OZOIR LA FERRIERE;17, avenue du Général Leclerc;48.765654,2.67292
Banque Populaire;10107;BRED-Banque Populaire;00374;ROZAY EN BRIE;5, pl Charles de Gaulle;48.683367,2.957205
Banque Populaire;16607;Banque Populaire du Sud;00352;SAINT LAURENT DES ARBRES;Zac de TESAN;44.058253,4.71102
Banque Populaire;16607;Banque Populaire du Sud;00367;NIMES FONCTION PUBLIQUE;6, rue des Halles;43.839459,4.359037
Banque Populaire;16607;Banque Populaire du Sud;00292;CAISSARGUES AGENCE AGRICULTURE;Avenue de la Dame;43.799362,4.381577
Banque Populaire;13807;Banque Populaire Grand Ouest;10689;PORT LOUIS;rue de la Résistance;47.708515,-3.345103
Banque Populaire;13807;Banque Populaire Grand Ouest;10953;LORIENT PORT CM;85, ave de la Perrière;47.731276,-3.363164
Banque Populaire;10107;BRED-Banque Populaire;00375;SOUPPES SUR LOING;13, pl de la République;48.1818,2.731975
Banque Populaire;17807;Banque Populaire Occitane;00816;NERAC;1, rue Lafayette;44.134792,0.339357
Banque Populaire;16607;Banque Populaire du Sud;00093;ST JEAN DU FALGA;19, rue Mille Hommes;43.097379,1.625675
Banque Populaire;16607;Banque Populaire du Sud;00091;BAHO;18, Avenue des Pyrénées;42.696293,2.819141
Banque Populaire;13807;Banque Populaire Grand Ouest;10970;SAINT NAZAIRE CM;86, rue A De Mun;47.27901,-2.21414
Banque Populaire;13807;Banque Populaire Grand Ouest;10960;VANNES CM;9, place Maurice Marchais;47.658097,-2.760417
Banque Populaire;17807;Banque Populaire Occitane;00818;MIRAMONT DE GUYENNE;6-10, rue du Temple;44.60138,0.361344
Banque Populaire;17807;Banque Populaire Occitane;00819;CASTELJALOUX;12, pl Gambetta;44.314332,0.085272
Banque Populaire;16607;Banque Populaire du Sud;00415;AG SETE LA CORNICHE BDP;86, PLACE EDOUARD HERRIOT;43.394774,3.676905
Banque Populaire;13807;Banque Populaire Grand Ouest;10637;SENE ENT MORBIHAN CM;Avenue de Geispolsheim;47.653705,-2.720684
Banque Populaire;13807;Banque Populaire Grand Ouest;10966;NANTES CM;5, bd Guist'Hau;47.215494,-1.564782
Banque Populaire;17807;Banque Populaire Occitane;00827;LAVARDAC;8, pl du Foirail;44.179356,0.298707
Banque Populaire;17807;Banque Populaire Occitane;00828;VAYRAC;3, avenue Henri Barbier;44.953046,1.703434
Banque Populaire;17807;Banque Populaire Occitane;00832;ST SYLVESTRE;2, pl de la Mairie;44.397062,0.805401
Banque Populaire;17807;Banque Populaire Occitane;00833;MONFLANQUIN;Bd Clemenceau;44.509096,0.758127
Banque Populaire;16607;Banque Populaire du Sud;00427;AG JUVIGNAC BDP;INTER CENTRE;43.618537,3.810349
Banque Populaire;10107;BRED-Banque Populaire;00463;DAMMARIE LES LYS;29, rue Charles de Gaulle;48.514803,2.634235
Banque Populaire;17807;Banque Populaire Occitane;00841;MONTCUQ;5016, ave de La Promenade;44.337619,1.20843
Banque Populaire;16607;Banque Populaire du Sud;00429;AG MAUGUIO BDP;87, BOULEVARD DE LA REPUBLIQUE;43.616389,4.01165
Banque Populaire;16607;Banque Populaire du Sud;00434;AG CALVISSON BDP;527, AVENUE DU COLLEGE;43.783573,4.203803
Banque Populaire;13807;Banque Populaire Grand Ouest;10928;CAEN CM;2, pl de la Résistance;49.180644,-0.356368
Banque Populaire;17807;Banque Populaire Occitane;01012;RIEUPEYROUX;9, ave de Rouergue;44.308924,2.241033
Banque Populaire;17807;Banque Populaire Occitane;01406;CORNEBARRIEU;1, ave de Latécoère;43.650164,1.334151
Banque Populaire;16607;Banque Populaire du Sud;00436;AG MONTPELLIER BDP;14, BOULEVARD VICTOR HUGO;43.607037,3.878439
Banque Populaire;16607;Banque Populaire du Sud;00437;AG GIGEAN BDP;16, PLACE REPUBLIQUE;43.50019,3.71137
Banque Populaire;16607;Banque Populaire du Sud;00438;AG POUSSAN BDP;4, RUE MARCEL PALAT;43.485586,3.670932
Banque Populaire;16607;Banque Populaire du Sud;00440;AG MEZE BDP;37, RUE SADI CARNOT;43.426038,3.607431
Banque Populaire;17807;Banque Populaire Occitane;01805;NOGARO;10, pl Jeanne d'Arc;43.757773,-0.03342
Banque Populaire;17807;Banque Populaire Occitane;02004;PONT DE SALARS;Rue de l'Eglise;44.279283,2.729292
Banque Populaire;13807;Banque Populaire Grand Ouest;10919;PAIMPOL CM;Place de la République;48.778899,-3.044912
Banque Populaire;13807;Banque Populaire Grand Ouest;10916;LANNION CMGO;13, Quai d'Aiguillon;48.732162,-3.461558
Banque Populaire;17807;Banque Populaire Occitane;03002;MONTASTRUC LA CONSEILLERE;2093, rte d'Albi;43.722181,1.585674
Banque Populaire;17807;Banque Populaire Occitane;03015;LAGUIOLE;Route Nationale;44.675437,2.791768
Banque Populaire;16607;Banque Populaire du Sud;00446;AG MARSEILLAN BDP;25, BOULEVARD LAMARTINE;43.354915,3.527754
Banque Populaire;13807;Banque Populaire Grand Ouest;10661;QUIMPER ENT SUD FINIS CM;7, allée Emile Le Page;47.979497,-4.099326
Banque Populaire;10107;BRED-Banque Populaire;00759;LE NEUBOURG;67, rue Dupont de l'Eure;49.148514,0.902286
Banque Populaire;17807;Banque Populaire Occitane;03302;LABEGE;Rue de l'Autan;43.529821,1.53539
Banque Populaire;16607;Banque Populaire du Sud;00450;AG COLOMBIERS BDP;ZAE LES CANTEGALS;43.309703,3.168416
Banque Populaire;16607;Banque Populaire du Sud;00451;AG CAPESTANG BDP;PLACE JEAN JAURES;43.328262,3.044536
Banque Populaire;13807;Banque Populaire Grand Ouest;10922;ST POL DE LEON CM;9, rue du Colombier;48.685281,-3.987604
Banque Populaire;13807;Banque Populaire Grand Ouest;10917;LE CONQUET CM;6, rue du Lieutenant Jourden;48.360204,-4.773549
Banque Populaire;10107;BRED-Banque Populaire;00609;BUSSY ST GEORGES;13, rue Conrad Adenauer;48.837099,2.710068
Banque Populaire;17807;Banque Populaire Occitane;07202;FONSORBES;2113, rte de Tarbes;43.535313,1.229186
Banque Populaire;16607;Banque Populaire du Sud;00456;AG VIAS BDP;AVENUE JEAN MANZANERA;43.312041,3.415974
Banque Populaire;13807;Banque Populaire Grand Ouest;10920;PLOUGASTEL DAOULAS CM;19, rue du Pont;48.37661,-4.371164
Banque Populaire;17807;Banque Populaire Occitane;11404;BEAUMONT DE LOMAGNE;27, rue Nationale;43.883033,0.989366
Banque Populaire;13807;Banque Populaire Grand Ouest;10692;VANNES KERCADO;1, ave Winston Churchill;47.648842,-2.770341
Banque Populaire;10107;BRED-Banque Populaire;00641;YVETOT;7, pl Joffre;49.617566,0.754553
Banque Populaire;17807;Banque Populaire Occitane;00375;TOULOUSE SEPT DENIERS;96, rte de Blagnac;43.61541,1.410119
Banque Populaire;18707;Banque Populaire Val de France;00187;MONTIGNY LE BRETONNEUX BANQUE PRIVEE;9, square Newton;48.791629,2.045405
Banque Populaire;18707;Banque Populaire Val de France;00189;CHARTRES AGRI EURE ET LOIR;10-12, allée Pométhée Propylée II;48.442283,1.519154
Banque Populaire;18707;Banque Populaire Val de France;00625;LA RICHE VITICOLE INDRE ET LOIRE;25, pl Sainte Anne;47.391006,0.66651
Banque Populaire;16607;Banque Populaire du Sud;00467;AG BOURG SAINT ANDEOL BM;5, GRANDE RUE;44.371678,4.645616
Banque Populaire;10107;BRED-Banque Populaire;00652;PARIS TERNES;5, pl Tristan Bernard;48.879141,2.290816
Banque Populaire;18707;Banque Populaire Val de France;00186;VERNEUIL SUR SEINE;15 bis, pl du Clos Verger;48.980877,1.974584
Banque Populaire;18707;Banque Populaire Val de France;00190;CHECY AGRICOLE DU LOIRET;5, rue Gustave Eiffel;47.904868,2.031445
Banque Populaire;16607;Banque Populaire du Sud;00468;AG RUOMS BM;6, RUE NATIONALE;44.454271,4.340422
Banque Populaire;16607;Banque Populaire du Sud;00472;AGDE CMM;4, bd de Monaco;43.310317,3.477857
Banque Populaire;13807;Banque Populaire Grand Ouest;10904;MOELAN SUR MER CM;21, pl de l'Eglise;47.781722,-3.643155
Banque Populaire;10107;BRED-Banque Populaire;00657;STE ADRESSE;1, rue de Vitanval;49.509172,0.084541
Banque Populaire;10107;BRED-Banque Populaire;00659;LIEUSAINT;37, pl du Colombier;48.633293,2.551948
Banque Populaire;18707;Banque Populaire Val de France;00006;LA LOUPE;13, pl de l'Hôtel de Ville;48.471589,1.013503
Banque Populaire;16607;Banque Populaire du Sud;00471;LE GRAU DU ROI CMM;49 bis, ave du Commandant Marceau;43.53988,4.135089
Banque Populaire;13807;Banque Populaire Grand Ouest;00717;RENNES GARE;31, ave Janvier;48.106385,-1.672907
Banque Populaire;10107;BRED-Banque Populaire;00665;IFS;Pl Debussy;49.1401,-0.353513
Banque Populaire;10107;BRED-Banque Populaire;00668;BARENTIN;23, rue L Leseigneur;49.545246,0.953533
Banque Populaire;18707;Banque Populaire Val de France;00010;MAINTENON;2, pl Noë et Omer Sadorge;48.587977,1.577763
Banque Populaire;18707;Banque Populaire Val de France;00011;VERSAILLES POURVOIERIE;19, rue de la Pourvoierie;48.807012,2.13295
Banque Populaire;16607;Banque Populaire du Sud;00474;CMM MONTPELLIER PORT MARIANNE;52, rue de Syracusse;43.600506,3.897876
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00208;AGENCE BANQUE PRIVEE LOIRE HAUTE-LOIRE;2, rue Blanqui;45.439629,4.387932
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00207;AGENCE GRDES ENT. ARC ALPIN V. DU RHONE;2, ave du Grésivaudan;45.212551,5.765804
Banque Populaire;13807;Banque Populaire Grand Ouest;00585;FOUGERES;1, bd du Maréchal Leclerc;48.354832,-1.200661
Banque Populaire;13807;Banque Populaire Grand Ouest;00587;ST MALO INTRA MUROS;3, rue Porcon;48.649083,-2.025153
Banque Populaire;13807;Banque Populaire Grand Ouest;00725;VITRE;4, bd Saint Martin;48.178348,-1.117497
Banque Populaire;10107;BRED-Banque Populaire;00702;GOURNAY EN BRAY;31, pl Nationale;49.482831,1.724432
Banque Populaire;18707;Banque Populaire Val de France;00014;RAMBOUILLET;14, pl Félix Faure;48.642886,1.82611
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00209;AGENCE BANQUE PRIVEE RHONE;94, quai Charles de Gaulle;45.783771,4.850822
Banque Populaire;10107;BRED-Banque Populaire;00721;PARIS PERE LACHAISE;71, bd de Ménilmontant;48.863235,2.386752
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00003;SAINT JEAN DE MAURIENNE;108, rue de la Libération;45.279556,6.345586
Banque Populaire;13807;Banque Populaire Grand Ouest;00714;REDON;8, pl de Bretagne;47.665361,-2.085356
Banque Populaire;10107;BRED-Banque Populaire;00724;GAILLON;13-15, rue du Général de Gaulle;49.160278,1.333084
Banque Populaire;18707;Banque Populaire Val de France;00021;EPERNON;6, rue du Grand Pont;48.608343,1.679739
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00009;CHAMBERY CENTRE;15, ave des Ducs de Savoie;45.567822,5.922355
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00012;ARAVIS THONES;Rue Blanche;45.881441,6.324413
Banque Populaire;13807;Banque Populaire Grand Ouest;00608;GRANVILLE;22, cours Jonville;48.838085,-1.595535
Banque Populaire;10107;BRED-Banque Populaire;00731;VILLERS BOCAGE;12, rue Pasteur;49.080156,-0.658584
Banque Populaire;18707;Banque Populaire Val de France;00028;VERSAILLES GRAND SIECLE;3, rue de l'Ecole des postes;48.803818,2.155496
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00013;SALEVE CRUSEILLES;195, Grande Rue;46.0343,6.10807
Banque Populaire;13807;Banque Populaire Grand Ouest;00096;PLOUGUERNEAU;13, rue du Verger;48.606435,-4.50485
Banque Populaire;13807;Banque Populaire Grand Ouest;00605;CHERBOURG OCTEVILLE;29, rue de Lorraine;49.625897,-1.626999
Banque Populaire;13807;Banque Populaire Grand Ouest;00616;VILLEDIEU LES POELES;6, rue du Gal de Gaulle;48.837369,-1.222132
Banque Populaire;10107;BRED-Banque Populaire;00738;PARIS BAGNOLET;44, rue de Bagnolet;48.857039,2.398318
Banque Populaire;10107;BRED-Banque Populaire;00758;NEUFCHATEL EN BRAY;Rue de la Grande Flandre;49.732404,1.43449
Banque Populaire;18707;Banque Populaire Val de France;00031;MONTIGNY THEATRE;56, avenue du Centre;48.784111,2.043473
Banque Populaire;18707;Banque Populaire Val de France;00032;VERSAILLES ST LOUIS;10, rue Royale;48.798216,2.127011
Banque Populaire;18707;Banque Populaire Val de France;00033;LE VESINET;73, bd Carnot;48.894291,2.132688
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00021;AGENCE ENTREPRISES ANNEMASSE;18, ave de la Gare;46.194923,6.234068
Banque Populaire;13807;Banque Populaire Grand Ouest;00764;EVRON;4, pl de la Basilique;48.155989,-0.402649
Banque Populaire;10107;BRED-Banque Populaire;00839;ST ARNOULT DEAUVILLE;ZAC La Verdure;49.340785,0.088777
Banque Populaire;10107;BRED-Banque Populaire;00841;PARIS CP OPERA ANTENNE;1, pl de l'Opéra;48.870037,2.332272
Banque Populaire;13807;Banque Populaire Grand Ouest;00761;CHATEAU GONTIER;60, ave Carnot;47.826821,-0.708047
Banque Populaire;13807;Banque Populaire Grand Ouest;00762;CRAON;3, rue de la Gare;47.846632,-0.947599
Banque Populaire;10107;BRED-Banque Populaire;00200;ALFORTVILLE CHANTEREINE;156, rue Etienne Dolet;48.785255,2.426913
Banque Populaire;18707;Banque Populaire Val de France;00041;VAUCRESSON;32, rue de la Folie;48.837887,2.152966
Banque Populaire;13807;Banque Populaire Grand Ouest;00773;ARGENTAN;1, rue de la Chaussée;48.742841,-0.023253
Banque Populaire;10207;Banque Populaire Rives de Paris;00001;MONTROUGE;55, ave Aristide Briand;48.8177,2.325786
Banque Populaire;10207;Banque Populaire Rives de Paris;00004;ISSY LES MOULINEAUX;1, ave Victor Cresson;48.823736,2.272229
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00044;DOUVAINE;2, rue des Vignes de Bachelard;46.309226,6.311355
Banque Populaire;13807;Banque Populaire Grand Ouest;00748;SABLE SUR SARTHE;10, pl Raphael Elize;47.84049,-0.333969
Banque Populaire;13807;Banque Populaire Grand Ouest;00740;MONTVAL SUR LOIR;Place de l'Hôtel de Ville;47.695264,0.417582
Banque Populaire;10207;Banque Populaire Rives de Paris;00008;VILLENEUVE ST GEORGES;13, rue Henri Janin;48.729792,2.448066
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00050;RUMILLY;5, pl Grenette;45.866684,5.943545
Banque Populaire;10207;Banque Populaire Rives de Paris;00012;VILLEJUIF;141, rue Jean Jaurès;48.790143,2.36694
Banque Populaire;18707;Banque Populaire Val de France;00061;MANTES LA VILLE;114, rte de Houdan;48.975507,1.712749
Banque Populaire;18707;Banque Populaire Val de France;00063;MONTFORT L'AMAURY;45, rue de Paris;48.778412,1.809124
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00052;BELLEGARDE;57, rue de la République;46.106706,5.824057
Banque Populaire;13807;Banque Populaire Grand Ouest;00704;CESSON SEVIGNE;5 bis, mail de Bourgchevreuil;48.117806,-1.606411
Banque Populaire;10207;Banque Populaire Rives de Paris;00015;ANGERVILLE;14, rue Nationale;48.312552,1.999208
Banque Populaire;10207;Banque Populaire Rives de Paris;00018;CHATILLON;21, rue J-P Timbaud;48.802649,2.285807
Banque Populaire;10207;Banque Populaire Rives de Paris;00020;ETAMPES;13, rue Louis Moreau;48.436221,2.161196
Banque Populaire;18707;Banque Populaire Val de France;00065;CROISSY SUR SEINE;38, bd Hostachy;48.878403,2.143123
Banque Populaire;18707;Banque Populaire Val de France;00067;NEAUPHLE LE CHATEAU;8, pl du Marché;48.813726,1.900215
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00060;SALEVE SAINT JULIEN EN GENEVOIS;24, rue Fernand David;46.143508,6.08401
Banque Populaire;13807;Banque Populaire Grand Ouest;00607;CHERBOURG COTENTIN EQUEURDREVILLE;34, rue de la Paix;49.634991,-1.633817
Banque Populaire;13807;Banque Populaire Grand Ouest;00722;RENNES ST JACQUES;258 bis, rue de Nantes;48.091753,-1.692066
Banque Populaire;10207;Banque Populaire Rives de Paris;00021;VILLENEUVE LE ROI;9, pl Amédée Soupault;48.735244,2.418094
Banque Populaire;18707;Banque Populaire Val de France;00071;LES ESSARTS LE ROI;25, rue du 11 Novembre;48.717836,1.894217
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00061;ARLYSERE GILLY;239, ave Georges Pompidou;45.655381,6.359353
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00063;CHAMBERY NORD COGNIN;18, rte de Lyon;45.561804,5.898773
Banque Populaire;13807;Banque Populaire Grand Ouest;00711;MONTFORT SUR MEU;25, rue Saint Nicolas;48.138386,-1.952874
Banque Populaire;10207;Banque Populaire Rives de Paris;00029;CORBEIL ESSONNES;6, pl Léon Cassé;48.60346,2.469031
Banque Populaire;18707;Banque Populaire Val de France;00101;VOISINS LE BRETONNEUX;4, rue Hélène Boucher;48.758133,2.051147
Banque Populaire;18707;Banque Populaire Val de France;00117;CHARTRES EURE ET LOIR ENTREPRISES;10-12, allée Prométhée - Propylée II;48.455235,1.532085
Banque Populaire;13807;Banque Populaire Grand Ouest;00115;TREBOUL;6, rue Edouard Branly;48.091004,-4.346918
Banque Populaire;10207;Banque Populaire Rives de Paris;00036;PARIS SUFFREN;62-68, ave de Suffren;48.8532,2.29745
Banque Populaire;18707;Banque Populaire Val de France;00133;MARLY LE ROI;27, ave Saint Germain;48.874171,2.094209
Banque Populaire;18707;Banque Populaire Val de France;00141;LIMAY;36, rue de l'Eglise;48.995146,1.732537
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00078;LES 3 VALLEES MERIBEL;560, rue des Jeux Olympiques;45.397945,6.565984
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00079;LES 3 VALLEES VAL THORENS;Immeuble L'Eskival;45.387868,6.497882
Banque Populaire;13807;Banque Populaire Grand Ouest;00555;PLERIN;11, rue du Commerce;48.535432,-2.770689
Banque Populaire;13807;Banque Populaire Grand Ouest;00548;QUINTIN;14, Grande Rue;48.403433,-2.911346
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00083;AGENCE ENTREPRISES CLUSES;20, Grand Rue;46.060727,6.580262
Banque Populaire;13807;Banque Populaire Grand Ouest;00700;RENNES PROF LIBERALES;8, pl. du Parlement;48.112267,-1.677249
Banque Populaire;10207;Banque Populaire Rives de Paris;00048;DRAVEIL;194, boulevard Henri Barbusse;48.68392,2.408507
Banque Populaire;10207;Banque Populaire Rives de Paris;00049;SUCY EN BRIE;7, rue Pierre Sémard;48.77023,2.518797
Banque Populaire;18707;Banque Populaire Val de France;00230;ORLEANS DE GAULLE;11-13, pl du Général de Gaulle;47.901543,1.902562
Banque Populaire;10207;Banque Populaire Rives de Paris;00054;PARIS ST MICHEL;88, bd Saint Michel;48.841959,2.337648
Banque Populaire;10207;Banque Populaire Rives de Paris;00055;ISSY EN L'ILE;13, bd des Iles;48.823382,2.249603
Banque Populaire;18707;Banque Populaire Val de France;00240;LA FERTE ST AUBIN;64, rue du Général Leclerc;47.722107,1.941387
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00104;MONTELIMAR CENTRE;39, bd Desmarais;44.558198,4.748187
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00105;LE TEIL;21, rue de la République;44.553181,4.685606
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00107;PORTES DE DROME SAINT RAMBERT;18, rue Steinberg;45.293794,4.813028
Banque Populaire;13807;Banque Populaire Grand Ouest;00464;AGENCE AGRICULTURE SARTHE;25, Boulevard Louis Le Prince Ringuet;48.017811,0.151043
Banque Populaire;10207;Banque Populaire Rives de Paris;00056;PARIS GOBELINS;47, ave des Gobelins;48.835168,2.353301
Banque Populaire;10207;Banque Populaire Rives de Paris;00058;BALLANCOURT;1, pl Henri Vautravers;48.524779,2.385
Banque Populaire;18707;Banque Populaire Val de France;00310;SALBRIS;30-32, bd de la République;47.426011,2.052862
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00110;VALENTINOIS VALENCE CENTRE;26, bd du Général de Gaulle;44.930219,4.89317
Banque Populaire;13807;Banque Populaire Grand Ouest;00458;BREST AGRI FINISTERE;8, rue Camille Saint Saëns;48.391306,-4.4833
Banque Populaire;13807;Banque Populaire Grand Ouest;00463;ALENCON AGRI ORNE;27, rue du Jeudi;48.431043,0.087668
