nom_banque;code_etab;nom_etab;code_agence;nom_agence;rue;place_id;place_name;rating;user_ratings_total;geopoints
Banque Populaire;16607;Banque Populaire du Sud;00346;ALES PERI;47, rue d'Avéjean;ChIJmTimi21CtBIR_13QKibrPJM;Banque Populaire du Sud;2.1;10.0;
Banque Populaire;16607;Banque Populaire du Sud;00351;LA CALMETTE;11, rue Fanfonne Guillierme;ChIJtX5UP8MwtBIRaxgQvppUhNw;Banque Populaire du Sud;2.8;13.0;
Banque Populaire;10107;BRED-Banque Populaire;00372;COMBS LA VILLE;68, rue Sommeville;ChIJLQeVm0Ti5UcRiPLKYzXQRI8;BRED-Banque Populaire;3.9;14.0;
Banque Populaire;10107;BRED-Banque Populaire;00373;SOTTEVILLE LES ROUEN;34, pl Voltaire;ChIJNaoIXmje4EcRgJlpmh3HsxE;BRED-Banque Populaire;3.4;5.0;
Banque Populaire;17807;Banque Populaire Occitane;00810;PRAYSSAC;13, bd de la Paix;ChIJ2WOM0aB9qxIRhJsIySe-PWY;Banque Populaire Occitane;2.9;10.0;
Banque Populaire;17807;Banque Populaire Occitane;00811;AGEN PIN;60, cours du 14 Juillet;ChIJ0YSyShyzqxIR0xx1NAThut4;Banque Populaire Occitane;5.0;1.0;
Banque Populaire;17807;Banque Populaire Occitane;00813;STE LIVRADE SUR LOT;Pl de Verdun;ChIJZZu4EPb_qhIRwMFzBAnx9B0;Banque Populaire Occitane;3.0;2.0;
Banque Populaire;10107;BRED-Banque Populaire;00377;DIEPPE;11-13, pl Nationale;ChIJQUskSwei4EcRl2tsZVWak0o;BRED-Banque Populaire;2.3;11.0;
Banque Populaire;10107;BRED-Banque Populaire;00378;TROUVILLE SUR MER;14, rue Victor Hugo;ChIJb7n3aFMr4EcREYn4U-WSFtA;BRED-Banque Populaire;4.8;6.0;
Banque Populaire;17807;Banque Populaire Occitane;00814;TONNEINS;31, rue du Maréchal Joffre;ChIJA4WvofpfqhIRYnq6uj3rK6M;Banque Populaire Occitane;1.5;2.0;
Banque Populaire;17807;Banque Populaire Occitane;00815;ST CERE;4, pl de la République;ChIJj1_9E8IorRIRwV3yOcxBejo;Banque Populaire Occitane;3.0;2.0;
Banque Populaire;16607;Banque Populaire du Sud;00411;AG CLERMONT L'HERAULT BDP;RUE DE GRENACHE;ChIJm0MTTgtdsRIR0Sz--oYRSZ0;Banque Populaire du Sud;2.4;11.0;
Banque Populaire;16607;Banque Populaire du Sud;00412;AG FRONTIGNAN BDP;15, BOULEVARD GAMBETTA;ChIJLRsnBDu1thIR_nRDHTm4CPg;Banque Populaire du Sud;2.1;11.0;
Banque Populaire;10107;BRED-Banque Populaire;00381;BERNAY;26, rue Thiers;ChIJq923CNCj4UcRedLFHYoNhGs;BRED-Banque Populaire;2.3;6.0;
Banque Populaire;10107;BRED-Banque Populaire;00382;GISORS;8, rue de Vienne;ChIJc5cog6_g5kcR4SWklvNbmB0;BRED-Banque Populaire;4.7;13.0;
Banque Populaire;17807;Banque Populaire Occitane;00822;MARMANDE GARONNE;Parking du Centre Leclerc;ChIJ7z4d1RKPqhIRFzV1dqubdlM;Banque Populaire Occitane;2.2;11.0;
Banque Populaire;16607;Banque Populaire du Sud;00413;AG NARBONNE BDP;16, BOULEVARD GAMBETTA;ChIJMRAUFWWssRIRAxJ1XI0Yky4;Banque Populaire du Sud;3.5;11.0;
Banque Populaire;10107;BRED-Banque Populaire;00384;EU;7, pl Guillaume le Conquérant;ChIJUy2p3l4A3kcRL69V1c-uR5s;BRED-Banque Populaire;4.8;6.0;
Banque Populaire;16607;Banque Populaire du Sud;00417;AG BALARUC BDP;CENTRE BALARUC LOISIRS;ChIJudZnE1NLsRIR4qtoEo3mglU;Banque Populaire du Sud;2.4;19.0;
Banque Populaire;16607;Banque Populaire du Sud;00420;AG CABESTANY BDP;4, RUE AMBROISE CROISAT;ChIJo4APA5VvsBIRgBotyPGP1Y0;Banque Populaire du Sud;3.4;18.0;
Banque Populaire;13807;Banque Populaire Grand Ouest;10969;PORNIC CM;2, rue du Maréchal Foch;ChIJ179CuLdyBUgRDvNIXj3S6eQ;Banque Populaire Grand Ouest;3.8;4.0;
Banque Populaire;17807;Banque Populaire Occitane;00830;LACAPELLE MARIVAL;Pl du Fort;ChIJca50GMkjrRIRDo_FwLQKT90;Banque Populaire Occitane;0.0;0.0;
Banque Populaire;17807;Banque Populaire Occitane;00831;BIARS SUR CERE;69, ave de la République;ChIJm1btvhMqrRIRDV9X7OZVvE4;Banque Populaire Occitane;1.8;5.0;
Banque Populaire;16607;Banque Populaire du Sud;00424;AG CASTRIES BDP;33, AVENUE DE MONTPELLIER;ChIJYd16xyKkthIRoTT46libv7w;Banque Populaire du Sud;3.4;20.0;
Banque Populaire;13807;Banque Populaire Grand Ouest;10974;L'AIGUILLON SUR MER CM;Pl du Docteur Giraudet;ChIJwfJdvk0DBEgRJp6cLLgpaZ4;Banque Populaire Grand Ouest;0.0;0.0;
Banque Populaire;13807;Banque Populaire Grand Ouest;10979;ST GILLES CROIX CM;34, quai de la République;ChIJB0Rhty1WBEgR1lCugcqVqjU;Banque Populaire Grand Ouest;3.5;11.0;
Banque Populaire;16607;Banque Populaire du Sud;00428;AG MONTPELLIER LES ARCEAUX BDP;7, RUE DORIA;ChIJFXmK6f-uthIRQMFwiJInzYQ;Banque Populaire du Sud;2.2;11.0;
Banque Populaire;16607;Banque Populaire du Sud;00430;CMM MONTPELLIER PORT MARIANNE;225, avenue de Pompignane;ChIJsWc9dYyuthIR-rbPtDgULkU;Banque Populaire du Sud;3.1;26.0;
Banque Populaire;13807;Banque Populaire Grand Ouest;10972;CHALLANS CM;11, place Charles De Gaulle;ChIJY4hJAHmrBUgRYZbNAPAXN9w;Banque Populaire Grand Ouest;4.2;37.0;
Banque Populaire;10107;BRED-Banque Populaire;00464;FALAISE;29, pl Belle Croix;ChIJ8ytiPGkQCkgR_BuDQK1Lu9c;BRED-Banque Populaire;3.3;4.0;
Banque Populaire;10107;BRED-Banque Populaire;00466;BAYEUX;47, rue Saint Patrice;ChIJ40owt6esC0gRqIsCF0_gOa4;BRED-Banque Populaire;3.7;9.0;
Banque Populaire;17807;Banque Populaire Occitane;00845;AGEN SUD;686, ave du Général Leclerc;ChIJTxlci2mzqxIRF1FwRVewjIc;Banque Populaire Occitane;2.3;3.0;
Banque Populaire;16607;Banque Populaire du Sud;00435;AG UZES BDP;7, AVENUE DE LA LIBERATION;ChIJbdRNhF-1tRIRsvEwwQHjTJc;Banque Populaire du Sud;3.5;8.0;
Banque Populaire;13807;Banque Populaire Grand Ouest;10927;BAYEUX CM;6, rue Alain Chartier;ChIJ40owt6esC0gRqIsCF0_gOa4;BRED-Banque Populaire;3.7;9.0;
Banque Populaire;17807;Banque Populaire Occitane;00861;CAHORS CENTRE AFFAIRES;Avenue Maryse Bastie BP 19;ChIJySYp00mJrBIRMn66Bht10y4;Banque Populaire Occitane;3.2;11.0;
Banque Populaire;13807;Banque Populaire Grand Ouest;10936;OUISTREHAM CM;15, pl du Général de Gaulle;ChIJ1w6SV1VhCkgRBSE6bKf8tSo;BRED-Banque Populaire;3.1;11.0;
Banque Populaire;13807;Banque Populaire Grand Ouest;10923;ERQUY CM;19, rue Georges Clémenceau;ChIJabPOjGsLDkgR2HTY3gNDIDc;Banque Populaire Grand Ouest;4.5;2.0;
Banque Populaire;16607;Banque Populaire du Sud;00443;AG CASTELNAU BDP;AVENUE DE L'AUBE ROUGE;ChIJEQxHk-elthIRv39SM20TKOo;Banque Populaire du Sud;2.8;20.0;
Banque Populaire;13807;Banque Populaire Grand Ouest;10932;CANCALE CM;38, rue du Port;ChIJxUtaLBWdDkgR7UCnqZJXqu0;Banque Populaire Grand Ouest;4.0;4.0;
Banque Populaire;17807;Banque Populaire Occitane;02402;TOULOUSE CROIX DAURADE;111, rte d'Albi;ChIJ_0-POoijrhIRwlFwpZh8bVQ;Banque Populaire Occitane;3.0;23.0;
Banque Populaire;17807;Banque Populaire Occitane;02802;COLOMIERS LE PERGET;2, rue Antoine Lavoisier;ChIJg36BdcSxrhIRKQzMptmi1v8;Banque Populaire Occitane;4.1;23.0;
Banque Populaire;17807;Banque Populaire Occitane;04003;CARAMAN;28, ave de Toulouse;ChIJ47XG9AmMrhIRAWwoa7aAQiI;Banque Populaire Occitane;2.1;8.0;
Banque Populaire;16607;Banque Populaire du Sud;00452;AG BEZIERS LA TREILLE BDP;15, AVENUE  DU DR J.M. FABRE;ChIJT1IRBHsOsRIR7u6MCy99-Yw;Banque Populaire du Sud;2.7;18.0;
Banque Populaire;13807;Banque Populaire Grand Ouest;10915;BREST FOURNIER CM;9, rue Alain Fournier;ChIJP8kZZXi5FkgREaBs2xJAs1s;Banque Populaire Grand Ouest;0.0;0.0;
Banque Populaire;10107;BRED-Banque Populaire;00615;CARRIERES SUR SEINE;43 bis, rue du Moulin;ChIJRwltiJpj5kcRKwWiZiWaqBE;BRED-Banque Populaire;1.0;6.0;
Banque Populaire;17807;Banque Populaire Occitane;07203;ST LYS;13, ave de Toulouse;ChIJPUyvRP5KqRIR-j7kAwwJw_c;Banque Populaire Occitane;2.0;6.0;
Banque Populaire;17807;Banque Populaire Occitane;07602;QUINT-FONSEGRIVES;Cours Goudouli;ChIJ0wjXLyyWrhIRpqdPSd4MaMM;Banque Populaire Occitane;3.0;6.0;
Banque Populaire;16607;Banque Populaire du Sud;00455;AG AGDE BDP;6, AVENUE DU GRAND LARGE;ChIJ5wt6buk8sRIRxnZ2IKxe6Zc;Banque Populaire du Sud;2.9;8.0;
Banque Populaire;16607;Banque Populaire du Sud;00458;AG SERIGNAN BDP;108, AVENUE DE LA PLAGE;;;;;
Banque Populaire;10107;BRED-Banque Populaire;00632;LILLEBONNE;4, rue de la République;ChIJu0nVwgRQ4EcRe17Y-3zVesg;BRED-Banque Populaire;3.7;9.0;
Banque Populaire;10107;BRED-Banque Populaire;00633;PARIS RUE D'AUTEUIL;30, rue d'Auteuil;ChIJwzNbYKV65kcRUeEllTveuFA;BRED-Banque Populaire;1.0;1.0;
Banque Populaire;17807;Banque Populaire Occitane;12019;ST GENIEZ D'OLT;13, rue de l'Hôtel de Ville;ChIJ-abqPFL6shIRXMDolBOWc64;Banque Populaire Occitane;4.7;3.0;
Banque Populaire;17807;Banque Populaire Occitane;00373;SAINT JORY;21, impasse de Ladoux;ChIJv6f3gS6mrhIRbIgyCqh5w7Q;Banque Populaire Occitane;1.8;9.0;
Banque Populaire;16607;Banque Populaire du Sud;00462;AG MONTELIMAR BM;10, BOULEVARD DU GENERAL DE GAULLE;ChIJCanfeSJrtRIRVSFVcHjYMrU;Banque Populaire Auvergne Rhône Alpes;3.7;3.0;
Banque Populaire;16607;Banque Populaire du Sud;00463;AG PRIVAS BM;15, PLACE VICTOR HUGO;ChIJCYUPgvY6tRIRuuargfLsFk4;Banque Populaire du Sud;1.8;5.0;
Banque Populaire;10107;BRED-Banque Populaire;00634;CHARENTON LIBERTE;3, pl des Marseillais;ChIJMe1R7Sxz5kcRBDwI49WC0cs;BRED-Banque Populaire;1.0;3.0;
Banque Populaire;16607;Banque Populaire du Sud;00464;AG JOYEUSE BM;29, AVENUE BOISSEL;ChIJlSugjfP9tBIRqNN2Dum8e1M;Banque Populaire du Sud;0.0;0.0;
Banque Populaire;16607;Banque Populaire du Sud;00465;AG LES VANS BM;PLACE LEOPOLD OLLIER;ChIJlSugjfP9tBIRqNN2Dum8e1M;Banque Populaire du Sud;0.0;0.0;
Banque Populaire;13807;Banque Populaire Grand Ouest;10913;PENMARC'H - ST GUENOLE CM;243, rue Lucien Le Lay;ChIJX5ynt_swF0gR_5O584Qrg-M;Banque Populaire Grand Ouest;4.0;4.0;
Banque Populaire;13807;Banque Populaire Grand Ouest;10912;PLOBANNALEC - LESCONIL CM;Terre plein du Port;ChIJQ3wDtDgzF0gRAGzkMSETwzc;Banque Populaire Grand Ouest;0.0;0.0;
Banque Populaire;10107;BRED-Banque Populaire;00645;PARIS NATION;20, ave Philippe Auguste;ChIJ4d-IAnRy5kcRktxn5JZKj-M;BRED-Banque Populaire;5.0;4.0;
Banque Populaire;16607;Banque Populaire du Sud;00469;SETE CENTRE CMM;18, rue du 8 Mai 1945;ChIJ39Rzl5g1sRIR5WdwwRCzMkk;Banque Populaire du Sud;3.6;5.0;
Banque Populaire;13807;Banque Populaire Grand Ouest;10907;TREGUNC CM;41, rue de Pont-Aven;ChIJkwy97CHbEEgRpYNjNuH0Lzs;Banque Populaire Grand Ouest;2.8;12.0;
Banque Populaire;13807;Banque Populaire Grand Ouest;00189;AGENCE GRANDES ENTREPRISES RENNES;15, bd de la Boutière;ChIJb4PgfDffDkgR4f834gd2dzg;Banque Populaire Grand Ouest - Agence entreprises;4.5;4.0;
Banque Populaire;13807;Banque Populaire Grand Ouest;00716;RENNES TRINITE;5, pl de la Trinité;ChIJOyiY0DPeDkgR2q-ke8P-awA;Banque Populaire Grand Ouest;2.8;25.0;
Banque Populaire;18707;Banque Populaire Val de France;00003;BROU;2, pl du Dauphin;ChIJQx0PQMGa40cRv5MpT6JJQ4I;Banque Populaire Val de France;4.5;8.0;
Banque Populaire;16607;Banque Populaire du Sud;00470;SETE PORT CMM;77, Grand Rue Mario Roustan;ChIJ39Rzl5g1sRIR5WdwwRCzMkk;Banque Populaire du Sud;3.6;5.0;
Banque Populaire;13807;Banque Populaire Grand Ouest;00701;BAIN DE BRETAGNE;8, pl Henri IV;ChIJvWsyMPY9D0gR1hXfevBBfks;Banque Populaire Grand Ouest;4.4;13.0;
Banque Populaire;13807;Banque Populaire Grand Ouest;00583;DINARD;11, ave Edouard VII;ChIJdXQqtmGBDkgRs6HgEi9a_r8;Banque Populaire Grand Ouest;3.8;8.0;
Banque Populaire;13807;Banque Populaire Grand Ouest;00584;DOL DE BRETAGNE;19, pl Toullier;ChIJg3l8tyiYDkgRcva13ZVg4W8;Banque Populaire Grand Ouest;5.0;2.0;
Banque Populaire;10107;BRED-Banque Populaire;00664;PONT AUDEMER;Pl Victor Hugo;ChIJb7WI_a-y4UcRmMejwicrhvI;BRED-Banque Populaire;4.3;10.0;
Banque Populaire;18707;Banque Populaire Val de France;00007;NOGENT LE ROTROU;51, rue Villette Gâte;ChIJE5o15za340cRJb8UGbzb3WA;Banque Populaire Val de France;3.0;6.0;
Banque Populaire;10107;BRED-Banque Populaire;00669;LES ANDELYS;23, pl Nicolas Poussin;ChIJ3R2MmzrT5kcRdz0w8usOJLg;BRED-Banque Populaire;4.5;4.0;
Banque Populaire;13807;Banque Populaire Grand Ouest;00719;RENNES LORIENT;82, rue de Lorient;ChIJ6XqZo5rgDkgRgVtzCICXrTQ;Banque Populaire Grand Ouest;3.0;7.0;
Banque Populaire;13807;Banque Populaire Grand Ouest;00730;ST GREGOIRE GRAND QUARTIER;Ctre Cial;ChIJJev4hOPdDkgR6I0wzwZ6Rr0;Banque Populaire Grand Ouest;4.2;12.0;
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00006;LES 3 VALLEES MOUTIERS;30, ave du 8 Mai 1945;ChIJsTimQ9zVi0cRtjiDwpsfCq8;Banque Populaire Auvergne Rhône Alpes;3.4;5.0;
Banque Populaire;13807;Banque Populaire Grand Ouest;00613;ST LO;12, rue de Neufbourg;ChIJP50rOdWVC0gRvAUZ9Ft1Iu8;Banque Populaire Grand Ouest;3.8;14.0;
Banque Populaire;10107;BRED-Banque Populaire;00723;MONTIVILLIERS;22, pl François Mitterand;ChIJMRjf1L464EcRxiWETYkxthE;BRED-Banque Populaire;4.3;4.0;
Banque Populaire;18707;Banque Populaire Val de France;00022;VERSAILLES HOCHE;4, pl Hoche;ChIJy4P2B7p95kcR5ypahsu2AjM;Banque Populaire Val de France;3.4;13.0;
Banque Populaire;18707;Banque Populaire Val de France;00023;PALAISEAU;87, rue de Paris;ChIJ9ZnKARV45kcR0pROsB-pm48;Banque Populaire Val de France;3.4;32.0;
Banque Populaire;18707;Banque Populaire Val de France;00024;ST GERMAIN EN LAYE;62, rue de Poissy;ChIJd4YqcTKI5kcRbE_Fn-Tz7nw;Banque Populaire Val de France;3.6;15.0;
Banque Populaire;13807;Banque Populaire Grand Ouest;00612;ST HILAIRE DU HARCOUET;15, rue du Bassin;ChIJ9arZrZRcCUgRi-LHfU1wv_w;Banque Populaire Grand Ouest;3.0;7.0;
Banque Populaire;13807;Banque Populaire Grand Ouest;00606;COUTANCES;1, rue Tancrède;ChIJRZ8E2t50DEgRQF5B3lELHCg;Banque Populaire Grand Ouest;3.7;6.0;
Banque Populaire;10107;BRED-Banque Populaire;00732;LA CHAPELLE LA REINE;13, pl de la République;ChIJY_7MIWmS5UcRRuXvbIDQcXk;BRED-Banque Populaire;2.8;4.0;
Banque Populaire;18707;Banque Populaire Val de France;00027;CHAVILLE;1671, ave Roger Salengro;ChIJGbnojIh75kcRp1xwoPVfIYY;Banque Populaire Val de France;3.2;10.0;
Banque Populaire;18707;Banque Populaire Val de France;00030;JOUY EN JOSAS;13, rue Oberkampf;ChIJx-H1jLl-5kcRenpcosQGuoQ;Banque Populaire Val de France;4.5;11.0;
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00014;ANNECY OUEST CRAN GEVRIER;9 ter, ave de la République;ChIJwbq-xPmPi0cRal0MfTlne7s;Banque Populaire Auvergne Rhône Alpes;1.8;10.0;
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00016;RIVE DU LAC SAINT JORIOZ;Résidence Le Laudon;ChIJZb2gvhaRi0cRoZPfNo9ERvs;Banque Populaire Auvergne Rhône Alpes;2.5;6.0;
Banque Populaire;10107;BRED-Banque Populaire;00752;VAIRES SUR MARNE;20, bd de Lorraine;ChIJkwFWIp4a5kcRlIIXFamngf0;BRED-Banque Populaire;4.0;12.0;
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00018;ANNECY SUD SEYNOD;Pl Saint Jean;ChIJwbq-xPmPi0cRal0MfTlne7s;Banque Populaire Auvergne Rhône Alpes;1.8;10.0;
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00022;GENEVOIS VILLE LA GRAND;37, rue des Voirons;ChIJhw4SxxBujEcRw4dtGXnTL8g;Banque Populaire Auvergne Rhône Alpes;1.6;23.0;
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00028;PORTES DU SOLEIL LES GETS;637, rue du Centre;ChIJ1Wk6WSYDjEcRIZM63s06830;Banque Populaire Auvergne Rhône Alpes;3.3;4.0;
Banque Populaire;13807;Banque Populaire Grand Ouest;00769;MAYENNE;18, quai Devizes;ChIJY8nCIcSmCUgRcv4OwpbK9Rs;Banque Populaire Grand Ouest;4.4;11.0;
Banque Populaire;10107;BRED-Banque Populaire;00806;MONDEVILLE;27, rue Emile Zola;ChIJPxOlDDhoCkgRWHBXLI0xu8o;BRED-Banque Populaire;1.8;5.0;
Banque Populaire;10107;BRED-Banque Populaire;00809;VILLEMOMBLE L'EPOQUE;157, Grande Rue;ChIJc-Jp2EcS5kcRKN0IsQ2XEE0;BRED-Banque Populaire;2.8;4.0;
Banque Populaire;18707;Banque Populaire Val de France;00040;FONTENAY LE FLEURY;1, ave Henri Poincaré;ChIJ77HYXwKH5kcRC6mce9P0Edw;Banque Populaire Val de France;2.6;14.0;
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00029;CHALLES LES EAUX;1273, ave de Chambéry;ChIJ0bFMbOaui0cRngEkbbJ05hE;Banque Populaire Auvergne Rhône Alpes;4.3;6.0;
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00031;VAL D ARVE SCIONZIER;1, ave du Mont Blanc;ChIJLVIwYqwHjEcRzuvBue45P5A;Banque Populaire Auvergne Rhône Alpes;3.0;8.0;
Banque Populaire;13807;Banque Populaire Grand Ouest;00775;FLERS;22, pl Paulette Duhalde;ChIJt5--2qQpCkgRCTCMv6jpx6Q;Banque Populaire Grand Ouest;3.6;11.0;
Banque Populaire;13807;Banque Populaire Grand Ouest;00777;LA FERTE MACE;5, rue de la Victoire;ChIJCwln4iKNCUgRRPu52vyBpwA;Banque Populaire Grand Ouest;3.2;5.0;
Banque Populaire;10107;BRED-Banque Populaire;00818;SAINT MARCEL;15-21, bd de Gaull;ChIJxRoLPJvL5kcRAD1AMDIoySE;BRED-Banque Populaire;3.9;7.0;
Banque Populaire;10107;BRED-Banque Populaire;00801;NANTERRE MONT VALERIEN;99, rue Paul Vaillant Couturier;ChIJVeFg2x1u5kcRALF5vLHv098;BRED-Banque Populaire;1.2;25.0;
Banque Populaire;18707;Banque Populaire Val de France;00044;Agence PL Versailles Grand Parc;13, rue des Etats Généraux;ChIJy4P2B7p95kcRHZV1XXqy3Z0;Banque Populaire Val de France;4.7;3.0;
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00040;PAYS ROCHOIS LA ROCHE SUR FORON;30, ave Charles de Gaulle;ChIJB4kPvhh1jEcRN-8h6oCXY5E;Banque Populaire Auvergne Rhône Alpes;2.6;16.0;
Banque Populaire;13807;Banque Populaire Grand Ouest;00774;DOMFRONT POIRAIE;26, rue des Fossés Plissons;ChIJ2VrbnvmCCUgRAvub3f-qi34;Banque Populaire Grand Ouest;2.5;2.0;
Banque Populaire;10207;Banque Populaire Rives de Paris;00002;JUVISY SUR ORGE;1, ave d'Estienne d'Orves;ChIJ5_QaWWHf5UcR6GMAHjbx6Gk;Banque Populaire Rives de Paris;2.5;17.0;
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00041;FAUCIGNY ST PIERRE;52, pl des Pléiades;ChIJg9Yju_AKjEcRvzYw-bQxXTs;Banque Populaire Auvergne Rhône Alpes;5.0;2.0;
Banque Populaire;13807;Banque Populaire Grand Ouest;00743;LA FLECHE;19 bis, rue Carnot;ChIJ7eOUU7EeCEgRooF_O4VCZnk;Banque Populaire Grand Ouest;2.9;9.0;
Banque Populaire;10207;Banque Populaire Rives de Paris;00007;ANTONY;50, ave Aristide Briand;ChIJp9X6nBh35kcRlDaU-KL9ShA;Banque Populaire Rives de Paris;3.0;30.0;
Banque Populaire;10207;Banque Populaire Rives de Paris;00009;PARIS LECOURBE;200, rue Lecourbe;ChIJofEQsxVw5kcRr1hCJqLU_9Q;Banque Populaire Rives de Paris;2.4;33.0;
Banque Populaire;18707;Banque Populaire Val de France;00058;CHARTRES MADELEINE;Ctre Cial Madeleine;ChIJcZzWxfEN5EcRDiqdk0KJ4TU;Banque Populaire Val de France;4.4;7.0;
Banque Populaire;18707;Banque Populaire Val de France;00059;LES CLAYES SOUS BOIS;7, rue Maurice Jouet;ChIJT1YYrcyF5kcRLXFfF2h4AvY;Banque Populaire Val de France;3.3;20.0;
Banque Populaire;13807;Banque Populaire Grand Ouest;00747;MAMERS;53, pl Carnot;ChIJF2T2tK9B4kcRPXmGKzGeqGA;Banque Populaire Grand Ouest;3.7;3.0;
Banque Populaire;10207;Banque Populaire Rives de Paris;00013;PARIS ITALIE;63, ave d'Italie;ChIJoZ4Ot49x5kcR3FCo5psNN3I;Banque Populaire Rives de Paris;2.3;43.0;
Banque Populaire;10207;Banque Populaire Rives de Paris;00014;PARIS MONGE;64-71, rue Monge;ChIJh-oKre9x5kcRFzfQ5W3a6-o;Banque Populaire Rives de Paris;3.1;39.0;
Banque Populaire;18707;Banque Populaire Val de France;00062;BEYNES;33, rue de la République;ChIJCc9J-Iea5kcRMenh66GFBos;Banque Populaire Val de France;3.2;12.0;
Banque Populaire;18707;Banque Populaire Val de France;00064;RUEIL MALMAISON ALBERT 1ER;115, ave Albert 1er;ChIJe8EWV2xj5kcRyQFk9mep0R0;Banque Populaire Val de France;4.1;14.0;
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00051;ANNECY EST LES FINS;59-61, ave de Genève;ChIJy6vAl4qPi0cRfZLr6LFi9Ic;Banque Populaire Auvergne Rhône Alpes;3.0;9.0;
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00053;PAYS DE GEX CENTRE;81, rue des Terreaux;ChIJR2v3v0BgjEcRvPH3Il1S5Jk;Banque Populaire Auvergne Rhône Alpes;3.0;2.0;
Banque Populaire;13807;Banque Populaire Grand Ouest;00703;BRUZ;8, pl Marcel Pagnol;ChIJAdvs1_keD0gRnSG3hvSwOKQ;Banque Populaire Grand Ouest;4.5;10.0;
Banque Populaire;13807;Banque Populaire Grand Ouest;00586;MAEN ROCH;2, rue de Fougères;ChIJTVtIsBpLCUgRubwdsdNQ8N8;Banque Populaire Grand Ouest;5.0;3.0;
Banque Populaire;10207;Banque Populaire Rives de Paris;00016;DOURDAN;6, rue du Faubourg de Chartres;ChIJWfvImnIy5EcR-g4c-8CBv_M;Banque Populaire Rives de Paris;3.4;17.0;
Banque Populaire;10207;Banque Populaire Rives de Paris;00019;PARIS ST GERMAIN BAC;226, bd Saint Germain;ChIJqUAGH9Fx5kcR1k1Z5XpysYk;Banque Populaire Rives de Paris;2.8;10.0;
Banque Populaire;18707;Banque Populaire Val de France;00068;VIROFLAY;39, rue du Général Leclerc;ChIJNSf93nN85kcRXCjl98ZlOH0;Banque Populaire Val de France;3.0;4.0;
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00055;SEYSSEL;Grande Rue;ChIJpwUJ0bp7i0cRuwVHQnEWas4;Banque Populaire Auvergne Rhône Alpes;3.3;9.0;
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00058;CHAMBERY NORD LA MOTTE SERVOLEX;351, ave Costa de Beauregard;ChIJywHSifgHi0cR3l-qbXcojeo;Banque Populaire Auvergne Rhône Alpes;2.0;8.0;
Banque Populaire;13807;Banque Populaire Grand Ouest;00709;LIFFRE;34, rue de Fougères;ChIJdfP31nnRDkgRmrvQvEj1XfU;Banque Populaire Grand Ouest;4.4;23.0;
Banque Populaire;13807;Banque Populaire Grand Ouest;00707;JANZE;20, rue Aristide Briand;ChIJUV8DTcgvD0gRF0WX9_NsTuE;Banque Populaire Grand Ouest;4.8;18.0;
Banque Populaire;10207;Banque Populaire Rives de Paris;00022;PARIS MONTPARNASSE;31, bd Edgar Quinet;ChIJjfCjYstx5kcR3SBb7KUBrcw;Banque Populaire Rives de Paris;2.0;27.0;
Banque Populaire;10207;Banque Populaire Rives de Paris;00025;CLAMART;172, ave Jean Jaurès;ChIJ398ZCXl65kcRPmF2vcRpCm8;Banque Populaire Rives de Paris;2.8;17.0;
Banque Populaire;13807;Banque Populaire Grand Ouest;00712;MORDELLES;10, pl Saint Pierre;ChIJs7dYi6PiDkgRtPeR93iBiDw;Banque Populaire Grand Ouest;4.7;24.0;
Banque Populaire;13807;Banque Populaire Grand Ouest;00778;MORTAGNE AU PERCHE;6, pl de la République;ChIJt9lv51Yw4kcRl1hn0lCKOx0;Banque Populaire Grand Ouest;3.7;6.0;
Banque Populaire;10207;Banque Populaire Rives de Paris;00026;LONGJUMEAU;12, rue de Chilly;ChIJv7PQFdh35kcRb8IceHBpdBQ;Banque Populaire Rives de Paris;2.8;10.0;
Banque Populaire;10207;Banque Populaire Rives de Paris;00028;BOISSY ST LEGER;15, rue de la Fontaine;ChIJRUB2MbwL5kcRPpzUXbegHWs;Banque Populaire Rives de Paris;2.9;16.0;
Banque Populaire;10207;Banque Populaire Rives de Paris;00030;CACHAN;7-9, ave Aristide Briand;ChIJM5arPSFx5kcRuqcD9RigC9Q;Banque Populaire Rives de Paris;2.0;8.0;
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00067;TARENTAISE TIGNES;Immeuble Le Palafour;ChIJOQs2HVVziUcRQyKJrgDlUgo;Banque Populaire Auvergne Rhône Alpes;1.0;2.0;
