nom_banque;code_etab;nom_etab;code_agence;nom_agence;rue;place_id;place_name;rating;user_ratings_total;geopoints
Banque Populaire;18707;Banque Populaire Val de France;00124;LE CHESNAY ENTREPRISES;18, ave Dutartre;ChIJqX4d9kp95kcR7WNPiHOJmDE;Banque Populaire Val de France - Agence entreprises;0.0;0.0;
Banque Populaire;18707;Banque Populaire Val de France;00125;SAINT QUENTIN EN YVELINES ENTREPRISES;9, avenue Newton;ChIJs_pyKtiG5kcRp5I4jZ0bunk;Banque Populaire Val de France;2.6;30.0;
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00073;MONT BLANC ST GERVAIS LES BAINS;32, rue de la Comtesse;ChIJM5abmxtXiUcRbRp6YXszcuw;Banque Populaire Auvergne Rhône Alpes;3.3;3.0;
Banque Populaire;10207;Banque Populaire Rives de Paris;00035;PARIS GRENELLE;60, bd de Grenelle;ChIJD2BHxxtw5kcRfwVtMxb2pzg;Banque Populaire Rives de Paris;2.3;16.0;
Banque Populaire;10207;Banque Populaire Rives de Paris;00040;ATHIS MONS;101, rue François Mitterrand;ChIJufQC4-115kcRRuh8l_PRRMk;Banque Populaire Rives de Paris;3.6;18.0;
Banque Populaire;18707;Banque Populaire Val de France;00138;TRIEL SUR SEINE;190-192, rue Paul Doumer;ChIJfZfhAGOM5kcR0PLC9549bBY;Banque Populaire Val de France;4.2;25.0;
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00080;AGENCE ENTREPRISES CHAMBERY;134,rue Paulette Besson;ChIJUy8WZmioi0cROsDb1kG9Ows;Banque Populaire Auvergne Rhône Alpes - Agence entreprises;0.0;0.0;
Banque Populaire;10207;Banque Populaire Rives de Paris;00041;PARIS NOTRE DAME;54-56, bd Saint Germain;ChIJdeaCn-Zx5kcRehCM1A_EQeQ;Banque Populaire Rives de Paris;3.9;25.0;
Banque Populaire;18707;Banque Populaire Val de France;00210;GIEN;1, ave du Maréchal Leclerc;ChIJu6u_I45e5UcRlFEenI3lW5g;Banque Populaire Val de France;3.7;7.0;
Banque Populaire;18707;Banque Populaire Val de France;00212;INGRE;8, pl de la Mairie;ChIJ_VLbDTvw5EcRuGd1R7-xQww;Banque Populaire Val de France;5.0;4.0;
Banque Populaire;18707;Banque Populaire Val de France;00213;AMILLY;580, rue Saint Firmin;ChIJ0bWiDqiA70cRd8TzIg3stZU;Banque Populaire Val de France;3.0;6.0;
Banque Populaire;18707;Banque Populaire Val de France;00231;ORLEANS CHATELET;44, pl du Châtelet;ChIJbUeCPdHk5EcRdhGqCvLf9c8;Banque Populaire Val de France;3.1;7.0;
Banque Populaire;18707;Banque Populaire Val de France;00232;OLIVET ARTOIS;183, rue d'Artois;ChIJh6PfoILl5EcRt74hwfa8Xr8;Banque Populaire Val de France;1.5;4.0;
Banque Populaire;18707;Banque Populaire Val de France;00235;OLIVET;586, rue Marcel Belot;ChIJjxuDbVTk5EcR8BWf9vYOkpI;Banque Populaire Val de France;3.3;7.0;
Banque Populaire;13807;Banque Populaire Grand Ouest;00754;LE MANS LE RIBAY;57, bd Georges Méliès;ChIJR-UWkAGH4kcRKK8JuNnVHoM;Banque Populaire Grand Ouest;3.5;15.0;
Banque Populaire;13807;Banque Populaire Grand Ouest;00702;BETTON;1, ave de la Haye Renaud;ChIJl8AVgV3cDkgRsAUiKDtTo6E;Banque Populaire Grand Ouest;4.7;13.0;
Banque Populaire;13807;Banque Populaire Grand Ouest;00724;ST GREGOIRE;1, rue de la Duchesse Anne;ChIJJev4hOPdDkgR6I0wzwZ6Rr0;Banque Populaire Grand Ouest;4.2;12.0;
Banque Populaire;10207;Banque Populaire Rives de Paris;00050;VERRIERES LE BUISSON;14, rue de Paron;ChIJWzcIidd55kcRa5XYd4I8kDs;Banque Populaire Rives de Paris;3.1;8.0;
Banque Populaire;10207;Banque Populaire Rives de Paris;00053;ST CHERON;2, rue Bouillon Lagrange;ChIJYzDE52PS5UcRyVLIPEHP5Sc;Banque Populaire Rives de Paris;2.0;8.0;
Banque Populaire;18707;Banque Populaire Val de France;00250;BEAUGENCY;13-15, pl du Martroi;ChIJFQbBtqaV5EcRJAwTweX3V78;Banque Populaire Val de France;4.1;7.0;
Banque Populaire;18707;Banque Populaire Val de France;00280;ORLEANS DAUPHINE;3 bis-5, rte d'Olivet;ChIJc6X6kd3k5EcR3jUFxv9_mYU;Banque Populaire Val de France;3.5;12.0;
Banque Populaire;18707;Banque Populaire Val de France;00300;ROMORANTIN LANTHENAY;39, rue Georges Clemenceau;ChIJbUz1B_0z-0cRkt_TU8MWW9c;Banque Populaire Val de France;3.3;10.0;
Banque Populaire;10207;Banque Populaire Rives de Paris;00057;VITRY SUR SEINE STALINGRAD;28, ave Eugène Pelletan;ChIJZYNlQZVz5kcRMwBUKys3FZo;Banque Populaire Rives de Paris;2.3;18.0;
Banque Populaire;10207;Banque Populaire Rives de Paris;00059;LIMOURS;Ctre Cial des Arcades;ChIJFd14mj4r5EcRE4fZ_otv0xw;Banque Populaire Rives de Paris;3.8;10.0;
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00108;PORTES DE DROME SAINT VALLIER;55, rue du Président Wilson;ChIJF5SUdmBA9UcRJLDQ7nPgsbQ;Banque Populaire Auvergne Rhône Alpes;2.8;5.0;
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00109;TOURNON;Pl Carnot;ChIJD-thTF5D9UcRf9yYIIqyuso;Banque Populaire Auvergne Rhône Alpes;5.0;3.0;
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00111;LIVRON SUR DROME;2, ave Albert Mazade;ChIJ8QfkWA5PtRIRFfzKGk8OA6Q;Banque Populaire Auvergne Rhône Alpes;4.1;8.0;
Banque Populaire;13807;Banque Populaire Grand Ouest;00770;ST BERTHEVIN;10, rue Flandres Dunkerque;ChIJyW-tmFH9CEgRqLnhfl4SlLI;Banque Populaire Grand Ouest;5.0;4.0;
Banque Populaire;10207;Banque Populaire Rives de Paris;00063;VIRY CHATILLON;12, rue Alexandre Dumas;ChIJBYT3eCDf5UcRZtINp7vUiD0;Banque Populaire Rives de Paris;2.3;16.0;
Banque Populaire;10207;Banque Populaire Rives de Paris;00064;BRUNOY;3, pl Saint Médard;ChIJD9alJnEK5kcRpEYunASW64w;Banque Populaire Rives de Paris;4.5;11.0;
Banque Populaire;18707;Banque Populaire Val de France;00410;PITHIVIERS;11, rue de la Couronne;ChIJMeRrGqal5UcR-0cMgBqqV4g;Banque Populaire Val de France;4.0;8.0;
Banque Populaire;18707;Banque Populaire Val de France;00435;LA CHAPELLE ST MESMIN;7 bis, rue Nationale;ChIJnblXZezv5EcR9gFATUhfZPc;Banque Populaire Val de France;4.4;9.0;
Banque Populaire;18707;Banque Populaire Val de France;00450;CHALETTE SUR LOING;Pl Marin La Meslée;ChIJC9uQ8oCA70cRmw2N0H8N-yc;Banque Populaire;0.0;0.0;
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00113;PAYS VOIRONNAIS VOIRON CENTRE;43, rue du Mail;ChIJ3_3GDjnkikcRINAgLUakVUs;Banque Populaire Auvergne Rhône Alpes;2.4;11.0;
Banque Populaire;13807;Banque Populaire Grand Ouest;00772;ALENCON MONTSORT;11, Avenue du Général Leclerc;ChIJ4dWuSZkM4kcRK8-8rnyb4ko;Banque Populaire Grand Ouest;5.0;2.0;
Banque Populaire;13807;Banque Populaire Grand Ouest;00713;PACE;2, ave Charles Le Goffic;ChIJTaThga3mDkgRTbyfzgtfjlI;Banque Populaire Grand Ouest;4.4;14.0;
Banque Populaire;10207;Banque Populaire Rives de Paris;00066;PARIS ST GERMAIN BANQUE PRIVEE;260, bd St Germain;ChIJjfSZrtdx5kcRSZrQfxE598c;Banque Populaire Rives de Paris - Espace banque privée;2.0;4.0;
Banque Populaire;18707;Banque Populaire Val de France;00510;VIERZON;3, ave Pierre Semard;ChIJvfTus3zZ-kcRH0W6HEWyJUY;Banque Populaire Val de France;4.8;6.0;
Banque Populaire;18707;Banque Populaire Val de France;00512;AUBIGNY SUR NERE;15, rue du Charbon;ChIJQxh-zBFM5UcRvzfnLO7GJuk;Banque Populaire Val de France;5.0;1.0;
Banque Populaire;10207;Banque Populaire Rives de Paris;00070;VANVES;2, rue de la République;ChIJcb74rHxw5kcRcAAMgzVn3Kc;Banque Populaire Rives de Paris;3.0;26.0;
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00129;BELLEDONNE DOMENE;6-8, pl Matussière;ChIJ_93DMRxfikcRzaQBNtUEOQg;Banque Populaire Auvergne Rhône Alpes;2.1;7.0;
Banque Populaire;13807;Banque Populaire Grand Ouest;00706;GUICHEN;56, rue du Général Leclerc;ChIJnSp_wr8bD0gRiviXWDzubaA;Banque Populaire Grand Ouest;3.4;17.0;
Banque Populaire;10207;Banque Populaire Rives de Paris;00076;PARIS VAUGIRARD;279, rue de Vaugirard;ChIJY80g4z5w5kcRgnJ01msn5Do;Banque Populaire Rives de Paris;2.6;17.0;
Banque Populaire;10207;Banque Populaire Rives de Paris;00078;FONTENAY AUX ROSES;91, rue Boucicaut;ChIJDe6tg7xw5kcRBQy57EJ6gHw;Banque Populaire Rives de Paris;3.4;5.0;
Banque Populaire;18707;Banque Populaire Val de France;00541;VATAN;14, pl de la République;ChIJxw_HTdoZ-0cRY198ob1lSaE;Banque Populaire Val de France;0.0;0.0;
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00134;BRIANCONNAIS BRIANCON;20, ave Maurice Petsche;ChIJbTz9fY7kiUcRwW8_2eJWTFQ;Banque Populaire Auvergne Rhône Alpes;2.6;5.0;
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00137;LA MURE;19, ave Chion Ducollet;ChIJsyiHufV-ikcRXYya3Ps1dYo;Banque Populaire Auvergne Rhône Alpes;3.8;5.0;
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00138;GRENOBLE CENTRE NOTRE DAME;3, pl Notre Dame;ChIJe8WOkIr0ikcRj8UcJhL_1yw;Banque Populaire Auvergne Rhône Alpes;1.9;9.0;
Banque Populaire;13807;Banque Populaire Grand Ouest;00541;GUINGAMP;24, rue Saint Nicolas;ChIJM9vNhSzzEUgRwqPg1GbaSgQ;Banque Populaire Grand Ouest;4.8;8.0;
Banque Populaire;10207;Banque Populaire Rives de Paris;00082;ST MICHEL SUR ORGE;28, rue de Montlhéry;ChIJ_VxTLXXZ5UcRdodbmjB8ZUI;Banque Populaire Rives de Paris;4.0;5.0;
Banque Populaire;10207;Banque Populaire Rives de Paris;00085;PARIS SEVRES DUROC;66, rue de Sèvres;ChIJqUAGH9Fx5kcRRPtba13dDXU;Banque Populaire Rives de Paris;3.1;9.0;
Banque Populaire;10207;Banque Populaire Rives de Paris;00086;RUNGIS VILLE;2, pl Louis XIII;ChIJ0bAgRpd25kcRp7kE9DAC3CA;Banque Populaire Rives de Paris;3.0;11.0;
Banque Populaire;18707;Banque Populaire Val de France;00573;BOURGES GOULEVENTS;102, ave Marcel Haegelen;ChIJp5_vFTOU-kcRZ1dzYDTwE1w;Banque Populaire Val de France;5.0;3.0;
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00140;VALENTINOIS SAINT PERAY;2, rue Denis Papin;ChIJXbkd1qlZ9UcRgu7RmXIDAWg;Banque Populaire Auvergne Rhône Alpes;3.4;8.0;
Banque Populaire;10207;Banque Populaire Rives de Paris;00088;YERRES;1, rue du Maréchal Juin;ChIJW3KX54oK5kcR0n6RTXzKo2g;Banque Populaire Rives de Paris;2.6;10.0;
Banque Populaire;10207;Banque Populaire Rives de Paris;00091;ARCUEIL;9-11, ave Laplace;ChIJz5g84A1x5kcRCpKUV6Wh1P4;Banque Populaire Rives de Paris;3.7;6.0;
Banque Populaire;18707;Banque Populaire Val de France;00580;BOURGES ENTREPRISES CHER;9, rue Pierre Latécoère;ChIJdQpiN0aU-kcRvyK9MVu-mmk;Banque Populaire Val de France - Agence entreprises;5.0;1.0;
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00144;MANOSQUE CENTRE;8, bd Elémir Bourges;ChIJ0eXoy7DNyxIRsszEKrI0SyE;Banque Populaire Auvergne Rhône Alpes;2.2;15.0;
Banque Populaire;13807;Banque Populaire Grand Ouest;00568;LANDIVISIAU;11, rue Clemenceau;ChIJMZ9Gf3JQEUgRlz7SRWShZEU;Banque Populaire Grand Ouest;3.0;2.0;
Banque Populaire;13807;Banque Populaire Grand Ouest;00545;LOUDEAC;1, ave des Combattants;ChIJSQBTO9jXEUgRqA8cwuM-l4g;Banque Populaire Grand Ouest;3.9;8.0;
Banque Populaire;13807;Banque Populaire Grand Ouest;00569;LESNEVEN;10, rue de la Marne;ChIJD4HsweyrFkgRW1WopyZgCRM;Banque Populaire Grand Ouest;3.6;7.0;
Banque Populaire;10207;Banque Populaire Rives de Paris;00092;THIAIS;11, pl du Marché;ChIJbW9q4G905kcRJCsuCv1dtJM;Banque Populaire Rives de Paris;3.3;12.0;
Banque Populaire;18707;Banque Populaire Val de France;00620;TOURS NATIONALE;23, rue Nationale;ChIJCWVI5LDV_EcR3gWKWly_htU;Banque Populaire Val de France;4.0;4.0;
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00148;VALENTINOIS BOURG LES VALENCE;2, ave Marc Urtin;ChIJizGpDNtZ9UcR8MNfLRQVrQ8;Banque Populaire Auvergne Rhône Alpes;2.9;14.0;
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00149;DIGNE LES BAINS ST CHRISTOPHE;ZA Saint Christophe;ChIJP4R5o4OQyxIR0eXebPipy5c;Banque Populaire Auvergne Rhône Alpes;2.0;5.0;
Banque Populaire;10207;Banque Populaire Rives de Paris;00102;GRIGNY;62, rte de Corbeil;ChIJZxWJZALf5UcRl2CAsY_oPTg;Banque Populaire Rives de Paris;3.2;13.0;
Banque Populaire;10207;Banque Populaire Rives de Paris;00105;MANDRES LES ROSES;2, rue François Coppée;ChIJxQS03u8J5kcR0aWJPBkTrkw;Banque Populaire Rives de Paris;4.0;5.0;
Banque Populaire;18707;Banque Populaire Val de France;00632;TOURS LES FONTAINES;2, ave de Milan;ChIJNbO0PyDU_EcRNgmNpDvy7aE;Banque Populaire Val de France;2.4;19.0;
Banque Populaire;18707;Banque Populaire Val de France;00633;MONTLOUIS SUR LOIRE;1, pl du 11 Novembre;ChIJAd3FLo3N_EcR74PU2O07zn8;Banque Populaire Val de France;3.9;7.0;
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00153;GRENOBLE CENTRE VAUCANSON;15, rue de la Poste;ChIJe8WOkIr0ikcRj8UcJhL_1yw;Banque Populaire Auvergne Rhône Alpes;1.9;9.0;
Banque Populaire;13807;Banque Populaire Grand Ouest;00576;ST RENAN;30, rue Saint Yves;ChIJa2ciTsiXFkgRqTVIBkbq6W0;Banque Populaire Grand Ouest;3.3;10.0;
Banque Populaire;10207;Banque Populaire Rives de Paris;00109;PARIS ALESIA;113, rue d'Alésia;ChIJm1dzNLJx5kcRW9VGEUM0IbE;Banque Populaire Rives de Paris;2.5;13.0;
Banque Populaire;18707;Banque Populaire Val de France;00636;ST PIERRE DES CORPS LES ATLANTES;Ctre Cial;ChIJy90Y5fbT_EcRhOZ2h2JHdBc;Banque Populaire Val de France;3.1;7.0;
Banque Populaire;18707;Banque Populaire Val de France;00641;STE MAURE DE TOURAINE;107, rue du Docteur Patry;ChIJ1zVmsr0f_UcRdwALXlTxEbk;Banque Populaire Val de France;2.5;4.0;
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00157;GUILLESTRE;1, rte de la Gare;ChIJe6N1JaGwzBIRiYl1JnQOkZM;Banque Populaire Auvergne Rhône Alpes;3.0;2.0;
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00158;PAYS VOIRONNAIS RIVES;101, rue de la République;ChIJz0XaY5nnikcRHjlE_bLz9hM;Banque Populaire Auvergne Rhône Alpes;1.7;6.0;
Banque Populaire;18707;Banque Populaire Val de France;00652;ST CYR SUR LOIRE;72, ave de la République;ChIJ7fI3ipzV_EcRxcyKBirdXAI;Banque Populaire Val de France;4.3;7.0;
Banque Populaire;18707;Banque Populaire Val de France;00660;TOURS THIERS;117, ave de Grammont;ChIJx_m2_8zV_EcR8qgYco99hk0;Banque Populaire Val de France;3.3;13.0;
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00160;GRESIVAUDAN SAINT ISMIER;501, rte de Chambéry;ChIJXYTxI7xYikcRmDfyi--QHOs;Banque Populaire Auvergne Rhône Alpes;5.0;2.0;
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00168;AGENCE ENTREPRISES MONTELIMAR;4, allée de Barjac ZA du Meyrol;ChIJSXAWZhhrtRIRHzW6kWp5I_s;Banque Populaire Auvergne Rhône Alpes - Agence entreprises;1.0;2.0;
Banque Populaire;18707;Banque Populaire Val de France;00680;CHATEAU RENAULT;3-5, pl Jean Jaurès;ChIJ1SF511E340cRRmWhfeNUrJI;Banque Populaire Val de France;5.0;2.0;
Banque Populaire;18707;Banque Populaire Val de France;00700;LOCHES;8, rue de la République;ChIJc27olWCV_EcRxLdJrXBxvW8;Banque Populaire Val de France;3.3;11.0;
Banque Populaire;18707;Banque Populaire Val de France;00710;POITIERS HOTEL DE VILLE;2, pl du Maréchal Leclerc;ChIJNVeHMGy-_UcRkjiXIOGf564;Banque Populaire Val de France;3.0;12.0;
Banque Populaire;18707;Banque Populaire Val de France;00720;POITIERS COURONNERIES;11, ave Robert Schuman;ChIJVRLQ8YC-_UcRH9lmOUIvTYM;Banque Populaire Val de France;4.1;7.0;
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00180;MONTFLEURY MEYLAN;2, bd des Alpes;ChIJ-fWPGLL1ikcRL10fI9xUJzE;Banque Populaire Auvergne Rhône Alpes;2.8;16.0;
Banque Populaire;18707;Banque Populaire Val de France;00722;POITIERS NANTES;243, ave de Nantes;ChIJ0dTtOwm-_UcRE4Mvmf9N4b4;Banque Populaire Val de France;4.8;6.0;
Banque Populaire;18707;Banque Populaire Val de France;00730;MONTMORILLON;1-3, bd Gambetta;ChIJl52-gPc7_EcRlmM77grfKfo;Banque Populaire Val de France;5.0;2.0;
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00189;ALBY SUR CHERAN AGRI;196, zone de Moutti Sud;ChIJbbTofqWei0cR_Zs2zvlPh_Y;Banque Populaire Auvergne Rhône Alpes - Agence agriculture;0.0;0.0;
Banque Populaire;10207;Banque Populaire Rives de Paris;00139;ST DENIS;32, bd Jules Guesde;ChIJHR_xsMpu5kcRMIYsR01d8oc;Banque Populaire Rives de Paris;3.1;19.0;
Banque Populaire;10207;Banque Populaire Rives de Paris;00140;ST OUEN;19-23, ave Gabriel Péri;ChIJ4zQfZuRu5kcRN452ViqLvYY;Banque Populaire Rives de Paris;3.3;32.0;
Banque Populaire;18707;Banque Populaire Val de France;00741;CHATELLERAULT HENRI IV;92-94, Grand'rue de Chateauneuf;ChIJU70zZNyp_UcR0qGlaKfehx4;Banque Populaire Val de France;5.0;1.0;
Banque Populaire;13807;Banque Populaire Grand Ouest;10889;PORNICHET;160, avenue du Général de Gaulle;ChIJA0NbNrdCBUgRrsOv-Yk_INg;Banque Populaire Grand Ouest;4.0;8.0;
Banque Populaire;10207;Banque Populaire Rives de Paris;00145;NOISY LE SEC;1, rue des Bergeries;ChIJYXcL4Sht5kcR34-p6eDpwek;Banque Populaire Rives de Paris;2.7;15.0;
Banque Populaire;18707;Banque Populaire Val de France;00760;VENDOME;5-7, rue du Général de Gaulle;ChIJRa9l8zZq40cRISM-sPSfkI4;Banque Populaire Val de France;4.3;7.0;
Banque Populaire;18707;Banque Populaire Val de France;00770;AMBOISE;10, quai du Général de Gaulle;ChIJEdxDpIPK_EcRfJlVaRHgtDU;Banque Populaire Val de France;3.2;9.0;
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00301;AMBERT;2, pl du Pontel;ChIJLXsukrKA9kcRdYGDCA5e0GI;Banque Populaire Auvergne Rhône Alpes;2.2;10.0;
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00303;THIERS;74, bd du Général de Gaulle;ChIJNdHuOqPq9kcRGtOF3iECX9g;Banque Populaire Auvergne Rhône Alpes;2.7;25.0;
Banque Populaire;10207;Banque Populaire Rives de Paris;00147;PONTOISE;2, rue de l'Hôtel Dieu;ChIJ2z1xGWH15kcRTdPjLVhw6kQ;Banque Populaire Rives de Paris;3.5;4.0;
Banque Populaire;10207;Banque Populaire Rives de Paris;00149;DRANCY BARBUSSE;39, rue Sadi Carnot;ChIJqUNKl7ls5kcRfwEYFpItS2w;Banque Populaire Rives de Paris;2.0;25.0;
Banque Populaire;18707;Banque Populaire Val de France;00780;BLOIS DENIS PAPIN;7, rue Denis Papin;ChIJFwJy-xqo5EcRKIiKSVRWW4E;Banque Populaire Val de France;5.0;2.0;
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00308;CLERMONT SUD LA PARDIEU;300, rue de l'Oradou;ChIJiwAEJkAc90cRK-FC217_zr8;Banque Populaire Auvergne Rhône Alpes;2.8;9.0;
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00312;CLERMONT REPUBLIQUE;1, ave de la République;ChIJ8fMw-fwb90cR0wfgYenngdg;Banque Populaire Auvergne Rhône Alpes;3.4;8.0;
Banque Populaire;10207;Banque Populaire Rives de Paris;00152;ERMONT;33, rue de la Halte;ChIJhUXbxbln5kcR3mnC52vPv4Y;Banque Populaire Rives de Paris;2.7;14.0;
Banque Populaire;10207;Banque Populaire Rives de Paris;00153;CONFLANS STE HONORINE;13, rue Maurice Berteaux;ChIJlboz_42K5kcROxqSAbNTPgo;Banque Populaire Rives de Paris;2.8;12.0;
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00313;CASTEL LEMPDAISE PONT DU CHATEAU;11, pl de la Croix Blanche;ChIJuyF-HG3h9kcRHbOq8OK7CN0;Banque Populaire Auvergne Rhône Alpes;2.7;6.0;
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00315;TERRES DE LIMAGNE MOZAC;67, ave Jean Jaurès;ChIJ_anPtvci90cR9WWp4qay5XY;Banque Populaire Auvergne Rhône Alpes;1.3;8.0;
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00318;EGLETONS;31, ave Charles de Gaulle;ChIJeRa5KQ5F-EcRj99jvhzyw8o;Banque Populaire Auvergne Rhône Alpes;1.0;1.0;
Banque Populaire;14607;Banque Populaire Méditerranée;00014;MARSEILLE CORDERIE;30, rue d'Endoume;ChIJS4CQa8_AyRIRRq21TGl0LRc;Banque Populaire Méditerranée;3.1;10.0;
Banque Populaire;14607;Banque Populaire Méditerranée;00020;AIX EN PROVENCE LES MILLES;1140, rue André Ampère;ChIJHcVfVTntyRIRezi5ml7N3ys;Banque Populaire Méditerranée;2.4;10.0;
Banque Populaire;10207;Banque Populaire Rives de Paris;00161;BEAUVAIS;19-21, pl Jeanne Hachette;ChIJK1KgCM0G50cRBJp1rc3SsuA;Banque Populaire Rives de Paris;2.8;20.0;
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00322;PORTES DU ZENITH LE CENDRE;53, ave de la Libération;ChIJg3ineKLi9kcRbms0Dlshg4A;Banque Populaire Auvergne Rhône Alpes;3.1;14.0;
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00323;L'OREE DES DOMES CHAMALIERES;37, ave de Royat;ChIJu-n52s0b90cROCyCtwIlxZc;Banque Populaire Auvergne Rhône Alpes;2.2;17.0;
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00327;PORTE DES VOLCANS BEAUMONT;10, ave du Général Leclerc;ChIJpyeYTpgb90cRBl0eAw2h6Bs;Banque Populaire Auvergne Rhône Alpes;3.5;4.0;
Banque Populaire;14607;Banque Populaire Méditerranée;00023;MARSEILLE ST BARNABE;8, pl Caire;ChIJW7lF6hO_yRIRXJTUQn4av7c;Banque Populaire Méditerranée;3.6;14.0;
Banque Populaire;14607;Banque Populaire Méditerranée;00024;MARSEILLE PYTHEAS;247, ave du Prado;ChIJTRFCpM-4yRIRdnJObfUktZo;Banque Populaire Méditerranée;2.9;9.0;
Banque Populaire;10207;Banque Populaire Rives de Paris;00167;AULNAY SOUS BOIS;33, bd de Strasbourg;ChIJq1TmqWYT5kcRyPYSKMlZW0Q;Banque Populaire Rives de Paris;3.3;12.0;
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00331;BILLOM;1, pl Alfred Thomas;ChIJA3eSE2fl9kcRh7c6K56Qt8Y;Banque Populaire Auvergne Rhône Alpes;2.5;11.0;
Banque Populaire;14607;Banque Populaire Méditerranée;00025;MARSEILLE LE CABOT;11, bd du Redon;ChIJeZVhzeu4yRIR1h6zH5XYdrg;Banque Populaire Méditerranée;2.7;12.0;
Banque Populaire;10207;Banque Populaire Rives de Paris;00179;CERGY LE HAUT ST CHRISTOPHE;3, pl des Trois Gares;ChIJTV4yDGbz5kcRJp5y9s4NHA4;Banque Populaire Rives de Paris;1.7;15.0;
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00336;RIOM ES MONTAGNES;9, rue du Commandant Monier;ChIJp9IdZruS90cRaO-80BFE1gc;Banque Populaire Auvergne Rhône Alpes;0.0;0.0;
Banque Populaire;16807;Banque Populaire Auvergne Rhône Alpes;00338;LE PUY ST GILLES;46, rue Saint Gilles;ChIJ9-Zej1T69UcRBx5EOUv2SLw;Banque Populaire Auvergne Rhône Alpes;3.5;4.0;
Banque Populaire;14607;Banque Populaire Méditerranée;00041;AVIGNON SEMARD;2, ave Pierre Sémard;ChIJIc_dt3bstRIRjXhy7b_5KzA;Banque Populaire Méditerranée;4.0;14.0;
