code_etab;nom_etab;code_agence;nom_agence;rue;nom_banque;place_id;rating;user_ratings_total;lat_lng
17515;ILE DE FRANCE;59;COLOMBES;1, PLACE DU GÉNÉRAL LECLERC;Caisse d'Epargne;ChIJKyi768Zl5kcRxMYLyp4CB0k;1.9;143.0;48.9222280,2.2524041
17515;ILE DE FRANCE;15;PARIS DAUMESNIL;19, PLACE FÉLIX EBOUÉ;Caisse d'Epargne;ChIJDwV8Mmly5kcRaAgerdb1oHc;2.6;110.0;48.8393186,2.3969837
17515;ILE DE FRANCE;73;PUTEAUX;51 RUE RICHARD WALLACE;Caisse d'Epargne;ChIJ4ccoHR9l5kcRrL0xMpzyy0E;3.0;99.0;48.8807443,2.2375647
17515;ILE DE FRANCE;12;PARIS RÉPUBLIQUE;134, AVENUE PARMENTIER;Caisse d'Epargne;ChIJcZkho-Nt5kcR_9GaoOv4heE;2.9;99.0;48.8688381,2.3721251
11315;PROVENCE ALPES CORSE REUNION;123;ESTRANGIN PASTRE;PLACE ESTRANGIN PASTRE;Caisse d'Epargne;ChIJRfBL_LnAyRIRKsLr-97nLJ4;2.2;98.0;43.2902160,5.3776134
13825;RHONE ALPES;30148;MONTCHAT;67, COURS DOCTEUR LONG;Caisse d'Epargne;ChIJP3cR08XB9EcRlLGffaQapp0;4.2;92.0;45.7500872,4.8857446
17515;ILE DE FRANCE;96;ANTONY;3, RUE AUGUSTE MOUNIE;Caisse d'Epargne;ChIJ34H1tRl35kcRihE84Ogeu2s;1.4;88.0;48.7534686,2.3043866
11315;PROVENCE ALPES CORSE REUNION;415;AIX MIRABEAU;42 COURS MIRABEAU;Caisse d'Epargne;ChIJyTgTHJaNyRIRv5iNQebf8FE;2.7;86.0;43.5267775,5.4506007
10807;Banque Populaire Bourgogne Franche-Comté;00030;BESANCON HELVETIE;1, pl de la 1ère Armée Française;Banque Populaire;ChIJN7-NMhRjjUcReOGOol-D9UE;4.0;83.0;47.2427941,6.0292034
18315;COTE D'AZUR;146;LA GARDE;AV GABRIEL PERI;Caisse d'Epargne;ChIJk0fAdA4ZyRIRRvJlNk_dTyw;4.3;82.0;43.1249930,6.0099867
18315;COTE D'AZUR;53;ANTIBES - JUAN-LES-PINS;25 AVENUE AMIRAL COURBET;Caisse d'Epargne;ChIJXWbvAfZ_zhIRSvIRVz_U4kw;4.4;81.0;43.5701005,7.1088324
13825;RHONE ALPES;30189;JEAN MACE;8, PLACE JEAN MACE;Caisse d'Epargne;ChIJU2jPzkDq9EcRk81zOem7ikk;2.3;80.0;45.7455761,4.8428020
10807;Banque Populaire Bourgogne Franche-Comté;00002;BESANCON REPUBLIQUE;9, rue de la République;Banque Populaire;ChIJ__ruTzxjjUcRM-iv6089zls;4.1;79.0;47.2389566,6.0252887
17515;ILE DE FRANCE;267;MONTLHÉRY;31, PLACE DU MARCHÉ;Caisse d'Epargne;ChIJVRvC0tzZ5UcRUYOI0wrs9jY;2.3;78.0;48.6398698,2.2708033
17515;ILE DE FRANCE;615;ARGENTEUIL CENTRE;19, AVENUE GABRIEL PÉRI;Caisse d'Epargne;ChIJ05keRXpm5kcRpI3rclbPuZY;3.1;76.0;48.9434219,2.2515227
17515;ILE DE FRANCE;14;PARIS LEDRU-ROLLIN;80, RUE DU FAUBOURG ST-ANTOINE;Caisse d'Epargne;ChIJ-4w5jAZy5kcRSLHIKxrlhh8;3.2;74.0;48.8515021,2.3745236
14445;BRETAGNE-PAYS DE LOIRE;183;GRASLIN;2 PLACE GRASLIN;Caisse d'Epargne;ChIJT8z50wLsBUgR-Nb1dgf73LE;2.9;74.0;47.2132297,-1.5627455
18315;COTE D'AZUR;29;NICE SAINTE-MARGUERITE;40 AV SAINTE MARGUERITE;Caisse d'Epargne;ChIJl0l2oqrRzRIRzUBdXrGLDd4;4.1;73.0;43.6783882,7.2204765
17515;ILE DE FRANCE;21;PARIS COMMERCE;76, RUE DU COMMERCE;Caisse d'Epargne;ChIJ_c76Ihdw5kcRim5BBRNcQIs;1.7;71.0;48.8451509,2.2940872
13825;RHONE ALPES;30132;MONPLAISIR;134, AVENUE DES FRERES LUMIERE;Caisse d'Epargne;ChIJ7aYy29_B9EcRm6POQUGxxkY;3.2;71.0;45.7439153,4.8707816
13825;RHONE ALPES;30120;GUILLOTIERE;4, PLACE VICTOR BASCH;Caisse d'Epargne;ChIJaYgD_4nq9EcRFOJh64RCnOQ;3.4;70.0;45.7535689,4.8483641
10107;BRED-Banque Populaire;00341;MEAUX HOTEL DE VILLE;6, quai Victor Hugo;Banque Populaire;ChIJsXwCkQOh6EcRtIIGhPPn2hQ;2.4;70.0;48.9583444,2.8794289
42559;Crédit Coopératif;3;PARIS GARE DE L'EST;102, bd de Magenta;Credit Cooperatif;ChIJoz_ctBJu5kcRTAna4tHKELk;4.2;70.0;48.8778584,2.3549038
13825;RHONE ALPES;30159;GRATTE CIEL;15, AVENUE HENRI BARBUSSE;Caisse d'Epargne;ChIJwfpbwy7A9EcRkPgcSn5pN48;2.7;68.0;45.7685414,4.8797027
13825;RHONE ALPES;30266;HOTEL DE VILLE;7 RUE DE LA REPUBLIQUE;Caisse d'Epargne;ChIJjxqAJfnq9EcRMHzqr-6HTk4;3.2;68.0;45.7663901,4.8361388
17515;ILE DE FRANCE;17;PARIS JEANNE D'ARC;116, RUE DE PATAY;Caisse d'Epargne;ChIJMycuKCRy5kcRDjYQIN0AWV8;2.6;67.0;48.8286064,2.3701507
13825;RHONE ALPES;30239;MARGNOLLES;1, RUE DE MARGNOLLES;Caisse d'Epargne;ChIJjUz3Mhfr9EcR9XawevkIRvc;3.9;66.0;45.7820175,4.8331170
10107;BRED-Banque Populaire;00346;EVREUX;11, rue de Grenoble;Banque Populaire;ChIJXchrz1xH4UcRhY8_S9oe0pY;2.8;66.0;49.0261691,1.1492868
13825;RHONE ALPES;30446;LA RAVOIRE;55 RUE RENE CASSIN;Caisse d'Epargne;ChIJm03bPtiui0cRVuBVR3Ey3tM;3.5;66.0;45.5639306,5.9654774
17515;ILE DE FRANCE;81;VILLEJUIF;79, RUE JEAN JAURES;Caisse d'Epargne;ChIJqam7KOFz5kcRpeSuacfi5yQ;2.3;65.0;48.7926689,2.3667528
17515;ILE DE FRANCE;29;PARIS LA CHAPELLE;11-13, RUE DE LA CHAPELLE;Caisse d'Epargne;ChIJe2cx1YBu5kcRwPjCa8oemDY;2.0;65.0;48.8911429,2.3596773
42559;Crédit Coopératif;8;PARIS NATION;252, bd Voltaire;Credit Cooperatif;ChIJHxDsfXRy5kcRxr2Eo-BHx0k;2.3;64.0;48.8509072,2.3914189
13825;RHONE ALPES;30321;GRENOBLE EDOUARD REY;14, BOULEVARD EDOUARD REY;Caisse d'Epargne;ChIJv-lWj4j0ikcRcKY0ctdZz70;3.1;64.0;45.1910267,5.7229844
13825;RHONE ALPES;30113;ST FONS;28, AVENUE GABRIEL PERI;Caisse d'Epargne;ChIJp-Ekcufp9EcRlBijGeNHN1c;4.2;64.0;45.7069738,4.8551955
15135;GRAND EST EUROPE;57632;THIONVILLE CENTRALE;19, PLACE DE LA REPUBLIQUE;Caisse d'Epargne;ChIJs4P1UygllUcROojeTZDsFBM;2.5;63.0;49.3560551,6.1637911
17515;ILE DE FRANCE;543;LIVRY-GARGAN;5 BIS, AV DU CONSUL GAL NORDING;Caisse d'Epargne;ChIJtUzbv-4T5kcRVyU_TXOaJU8;2.6;63.0;48.9186939,2.5372116
15135;GRAND EST EUROPE;54651;TOUL;8, PLACE DE LA REPUBLIQUE;Caisse d'Epargne;ChIJv8EfwpaulEcRkjtG5eF3XyI;2.6;63.0;48.6730666,5.8916563
13825;RHONE ALPES;30531;ANNECY NOVEL;3,PLACE DE L'ANNAPURNA;Caisse d'Epargne;ChIJ85LcIo6Pi0cRw7Al5Xe2Id4;4.5;62.0;45.9170388,6.1337426
10207;Banque Populaire Rives de Paris;00117;PARIS DIDEROT;80, ave de France;Banque Populaire;ChIJD93b5uxz5kcRvzm5OgDav2k;1.8;62.0;48.8286558,2.3794058
13825;RHONE ALPES;30125;PERRACHE;2, PLACE AMPERE;Caisse d'Epargne;ChIJF0S6QE3q9EcR-In2NY2FgKY;3.3;62.0;45.7534289,4.8288003
16275;HAUTS DE FRANCE;59820;ROUBAIX  GRAND RUE;17 GRANDE RUE;Caisse d'Epargne;ChIJuY-vlOwow0cRFeBmv2mqJlM;3.0;62.0;50.6921712,3.1762513
13135;MIDI PYRENEES;44;MURET NIEL;29, ALLEE NIEL;Caisse d'Epargne;ChIJBTgmocvJrhIRrA36AFF7Jm8;1.5;61.0;43.4598896,1.3250904
18315;COTE D'AZUR;48;ANTIBES - LA FONTONNE;677 ROUTE DE NICE;Caisse d'Epargne;ChIJfygSax3VzRIRZHvVIQoXA4s;4.9;61.0;43.6063025,7.1234228
15135;GRAND EST EUROPE;54481;NANCY PLACE DOMBASLE;PLACE DOMBASLE;Caisse d'Epargne;ChIJNd6hV3KYlEcR_rHK9WWwKC4;2.2;61.0;48.6916922,6.1778591
18315;COTE D'AZUR;118;LE LUC;63 AVENUE JEAN JAURES;Caisse d'Epargne;ChIJ01JUx69OyRIRLyfW7gRZ-hw;4.2;60.0;43.3936643,6.3194937
17515;ILE DE FRANCE;62;ISSY-LES-MOULINEAUX;4, AVENUE VICTOR CRESSON;Caisse d'Epargne;ChIJD4dJRoJ65kcR4JUjYhhPk-U;1.6;60.0;48.8239220,2.2724090
17515;ILE DE FRANCE;26;PARIS TERNES;61, AVENUE DES TERNES;Caisse d'Epargne;ChIJBXrrkpJv5kcRqF2hx9m-ku0;3.1;59.0;48.8789880,2.2914951
14707;Banque Populaire Alsace Lorraine Champagne;50056;STRASBOURG CRONENBOURG OBER;2-4, rte d'Oberhausbergen;Banque Populaire;ChIJS8iUViXIlkcRuc4gE49cl5o;4.7;59.0;48.5913547,7.7237883
18315;COTE D'AZUR;178;TOULON VAUBAN;1 AVENUE VAUBAN;Caisse d'Epargne;ChIJpzsSThAbyRIRQNESr-Dbvsg;3.3;59.0;43.1259210,5.9283900
10907;Banque Populaire Aquitaine Centre Atlantique;00862;ENTREPRISES GIRONDE;7, allées de Tourny;Banque Populaire;ChIJtfQvBN0nVQ0R12RnKeYfJ54;4.0;59.0;44.8438876,-0.5751906
17807;Banque Populaire Occitane;00073;BLAGNAC MAIRIE;17, rue Prosper Ferradou;Banque Populaire;ChIJ-4osaS6lrhIRSWxvcAc_y8k;4.8;58.0;43.6347794,1.3967552
17515;ILE DE FRANCE;57;CLAMART;176, AVENUE JEAN JAURÈS;Caisse d'Epargne;ChIJMc1FCXl65kcR32rIgsStXvY;2.4;58.0;48.8101023,2.2697318
13485;LANGUEDOC ROUSSILLON;26;CARCASSONNE PELLETAN;5, BOULEVARD CAMILLE PELLETAN;Caisse d'Epargne;ChIJcbdoPDksrhIRDHaPVadr-ug;1.8;57.0;43.2117786,2.3551058
42559;Crédit Coopératif;17;ST ETIENNE;12, esplanade de France;Credit Cooperatif;ChIJr2uwbauu9UcRKwfjOExElQQ;4.0;56.0;45.4428265,4.4016148
10107;BRED-Banque Populaire;00233;CRETEIL;3-11, ave Pierre Brossolette;Banque Populaire;ChIJj040J8gM5kcRw5wTAvN4XZM;2.4;56.0;48.7935304,2.4615395
11315;PROVENCE ALPES CORSE REUNION;319;PERTUIS;124 ROUTE D'AIX EN PROVENCE;Caisse d'Epargne;ChIJ6yugXRYnyhIRQnXQV24U7D4;3.5;56.0;43.6839313,5.5007416
17515;ILE DE FRANCE;5;PARIS SAINT-GERMAIN DES PRÉS;15, RUE DU FOUR;Caisse d'Epargne;ChIJU2lYotlx5kcR01QULr9GJUg;2.3;55.0;48.8526318,2.3349006
17515;ILE DE FRANCE;63;IVRY-SUR-SEINE;81, AVENUE DANIELLE CASANOVA;Caisse d'Epargne;ChIJWRcZv8pz5kcRSAz9EYHBdII;2.2;54.0;48.8131509,2.3859057
10207;Banque Populaire Rives de Paris;00049;SUCY EN BRIE;7, rue Pierre Sémard;Banque Populaire;ChIJm9iiEPUL5kcRxLadhUX2li0;2.4;54.0;48.7701657,2.5187569
18315;COTE D'AZUR;170;SIX-FOURS-LES-PLAGES;92 BIS RUE DE LA REPUBLIQUE;Caisse d'Epargne;ChIJka0FnpIDyRIRZ_FWBEmF-yk;2.6;54.0;43.0938857,5.8371580
17515;ILE DE FRANCE;520;DEUIL-LA-BARRE;3 A, RUE VICTOR LABARRIERE;Caisse d'Epargne;ChIJqyrXO_9o5kcRdXbSb0OgwzU;2.0;54.0;48.9735321,2.3243068
10107;BRED-Banque Populaire;00177;PARIS HOTEL DE VILLE;33, rue de Rivoli;Banque Populaire;ChIJVeFg2x1u5kcRUj7rtdjP8FI;1.8;54.0;48.8575456,2.3505873
16275;HAUTS DE FRANCE;80201;AMIENS CENTRE;21 23 RUE DES CORDELIERS;Caisse d'Epargne;ChIJU5vicUCE50cRifKsbwZp0k0;2.6;53.0;49.8926956,2.2944588
13825;RHONE ALPES;30352;FERNEY VOLTAIRE;18, GRANDE RUE;Caisse d'Epargne;ChIJi-tB2HRkjEcRCd4ijgF3224;4.1;53.0;46.2566778,6.1099239
18315;COTE D'AZUR;9;NICE SAINT-ROCH;3 PLACE SAINT-ROCH;Caisse d'Epargne;ChIJT9zCezPFzRIRs3KX1Z98K2I;3.7;53.0;43.7121539,7.2921467
42559;Crédit Coopératif;7001;Crédit Coopératif;12, Bd PESARO;Credit Cooperatif;ChIJu1d_So1k5kcRsF5UTu5VMzA;2.6;53.0;48.8966787,2.2210056
11315;PROVENCE ALPES CORSE REUNION;178;LE MERLAN TOURSAINTE;57 AVENUE DU MERLAN;Caisse d'Epargne;ChIJbVZZKpO_yRIR3F3ZUq_hrOI;3.6;53.0;43.3367384,5.4070871
17515;ILE DE FRANCE;790;ECONOMIE  SOCIALE  PARIS;19, RUE DU LOUVRE;Caisse d'Epargne;ChIJ_3u4SHBv5kcRblH1mYt-3KM;2.9;52.0;48.8652641,2.3423967
17807;Banque Populaire Occitane;00756;LEGUEVIN;2, allée des Cordeliers;Banque Populaire;ChIJ73ZQpVqyrhIREEDQeR_nnq4;4.2;52.0;43.6027876,1.2622474
13825;RHONE ALPES;30429;VIENNE VILLE;75, RUE VICTOR HUGO;Caisse d'Epargne;ChIJh-LV4Anf9EcRd80BMSs_ujk;3.8;52.0;45.5215974,4.8743536
13825;RHONE ALPES;30150;GERLAND;237, AVENUE JEAN JAURES;Caisse d'Epargne;ChIJccZMeS_q9EcRg1Sd7LCdqYA;2.0;52.0;45.7332546,4.8350735
17515;ILE DE FRANCE;70;NOGENT-SUR-MARNE;141, GDE-RUE CHARLES DE GAULLE;Caisse d'Epargne;ChIJk3xPxW0N5kcRtqRe7QPWC5M;1.4;51.0;48.8375263,2.4871501
17515;ILE DE FRANCE;90;CHÂTILLON;14, RUE GABRIEL PÉRI;Caisse d'Epargne;ChIJA9Js0pZw5kcRkv5tFfLENeE;3.6;51.0;48.8029927,2.2880020
13825;RHONE ALPES;30116;VAISE;9, RUE DU CHAPEAU ROUGE;Caisse d'Epargne;ChIJ5fpUinLr9EcRReRbYJFSl6c;2.1;50.0;45.7736235,4.8071899
18715;AUVERGNE-LIMOUSIN;500;CLERMONT JAUDE BLATIN;14, RUE BLATIN;Caisse d'Epargne;ChIJBURRvMIb90cRXKTFql7Z76I;2.4;50.0;45.7770373,3.0799942
17515;ILE DE FRANCE;644;PALAISEAU;150 BIS-152, RUE DE PARIS;Caisse d'Epargne;ChIJIcQ2qhR45kcRvRvqgsG2wLE;2.4;50.0;48.7125405,2.2435670
10807;Banque Populaire Bourgogne Franche-Comté;00499;SENS VICTOR GUICHARD;80, rue Victor Guichard;Banque Populaire;ChIJ6SUStQ4Q70cRif8ZkPF-oOA;4.7;50.0;48.2067908,3.2853844
14265;LOIRE DROME ARDECHE;30454;PIERRELATTE;PLACE DU CHAMP DE MARS;Caisse d'Epargne;ChIJDTsV_WILtRIRY11k0Uglvto;3.9;50.0;44.3762533,4.6983329
17515;ILE DE FRANCE;76;SAINT-OUEN;74, AVENUE GABRIEL PERI;Caisse d'Epargne;ChIJTQ3fqfxu5kcR4fmXpsP_Sz4;2.2;50.0;48.9064369,2.3317459
11315;PROVENCE ALPES CORSE REUNION;201;NOUVELLE VALENTINE;12 MONTEE DE LA FORBINE;Caisse d'Epargne;ChIJDR5FxyK8yRIRNYWTGV-AN2U;2.9;50.0;43.2902799,5.4781961
17515;ILE DE FRANCE;538;GOUSSAINVILLE;16, BOULEVARD ROGER SALENGRO;Caisse d'Epargne;ChIJoVm9CfU_5kcRhgbX_2X8EWc;2.0;50.0;49.0323034,2.4740954
12135;BOURGOGNE - FRANCHE-COMTE;30305;FOURCHAMBAULT;67 RUE GAMBETTA;Caisse d'Epargne;ChIJ_VSnRKZG8EcRY6xo9q6CIGY;1.6;50.0;47.0188992,3.0828516
17515;ILE DE FRANCE;503;POISSY;14, RUE DU 11 NOVEMBRE 1918;Caisse d'Epargne;ChIJ1TD4AWyJ5kcR7qFraopl-fk;2.0;50.0;48.9275729,2.0417068
13825;RHONE ALPES;30661;ST JULIEN EN GENEVOIS;4 RUE DU MAIL;Caisse d'Epargne;ChIJc_hFGYp7jEcRdKYlsegy3yo;3.4;50.0;46.1418166,6.0808764
18315;COTE D'AZUR;71;PLAN-DE-GRASSE;160 ROUTE DE CANNES;Caisse d'Epargne;ChIJl0So9-gozBIR0LsxwQmudRE;4.2;49.0;43.6343695,6.9513496
17515;ILE DE FRANCE;44;PARIS FRANKLIN D. ROOSEVELT;71, AVENUE FRANKLIN D. ROOSEVELT;Caisse d'Epargne;ChIJ81rpcMZv5kcRY6AYcOPp9qE;2.1;49.0;48.8727266,2.3098060
13825;RHONE ALPES;30341;GRENOBLE VALLIER;35, BOULEVARD JOSEPH VALLIER;Caisse d'Epargne;ChIJs-ypDp70ikcRYEEmYCRoOPs;2.8;49.0;45.1797157,5.7094765
17515;ILE DE FRANCE;257;BRUNOY;10, PLACE DE LA MAIRIE;Caisse d'Epargne;ChIJuT6IZ3EK5kcRCjp2upcFSgQ;1.8;49.0;48.6982385,2.5043685
12135;BOURGOGNE - FRANCHE-COMTE;30103;DIJON JOFFRE;1 ROND POINT DE LA NATION;Caisse d'Epargne;ChIJt3Lpyw9i7UcRAjINpx_Rs7g;1.6;49.0;47.3466911,5.0468708
17515;ILE DE FRANCE;154;VANVES;93, RUE SADI CARNOT;Caisse d'Epargne;ChIJdTfNp2dw5kcRWw9fnY6wta8;2.5;49.0;48.8246538,2.2947338
13825;RHONE ALPES;30207;BELLECOMBE;272, COURS LAFAYETTE;Caisse d'Epargne;ChIJ8fIWSIfq9EcRVHl8PB5078E;1.9;49.0;45.7636290,4.8661033
17515;ILE DE FRANCE;112;PARIS ORDENER MAIRIE;74, RUE ORDENER;Caisse d'Epargne;ChIJjar0eldu5kcR_kur9Mu7ZUg;2.0;49.0;48.8923793,2.3457641
13335;AQUITAINE POITOU-CHARENTES;33129;BARRIERE DE BEGLES;1, COURS VICTOR-HUGO;Caisse d'Epargne;ChIJG5C5wKonVQ0ReluGax2PnJY;2.3;48.0;44.8130597,-0.5646293
13825;RHONE ALPES;30168;CHARLEMAGNE;27, COURS CHARLEMAGNE;Caisse d'Epargne;ChIJmRTpg7Xr9EcRTv-ejKGQik4;3.7;48.0;45.7457439,4.8236879
17515;ILE DE FRANCE;16;PARIS ITALIE;54, AVENUE D'ITALIE;Caisse d'Epargne;ChIJW17wD49x5kcRrUBVLX_AZrc;2.7;48.0;48.8275761,2.3565494
17515;ILE DE FRANCE;41;PARIS TROCADÉRO;84, RUE DE LONGCHAMP;Caisse d'Epargne;ChIJoUOqL_pv5kcRzVtN71FYcVA;2.6;48.0;48.8655871,2.2838306
17515;ILE DE FRANCE;566;CERGY-LE-HAUT;10, BOULEVARD DES MERVEILLES;Caisse d'Epargne;ChIJIdd5q2jz5kcR4To3BSkFJhY;2.0;48.0;49.0497008,2.0097881
17515;ILE DE FRANCE;277;VILLIERS-SUR-MARNE;19, RUE GUILLAUME BUDÉ;Caisse d'Epargne;ChIJkZzN6dgN5kcRkpS8WG5quT0;2.4;48.0;48.8255550,2.5424704
13825;RHONE ALPES;30131;CHARPENNES;18, PLACE WILSON;Caisse d'Epargne;ChIJnW6gc5vq9EcRSdNBHwvM8sk;1.9;48.0;45.7742899,4.8675723
11425;NORMANDIE;76058;VERNON;20/22 RUE SAINTE-GENEVIEVE;Caisse d'Epargne;ChIJnfBwmeDL5kcRd4RfWFKgYog;4.2;48.0;49.0928049,1.4846338
17515;ILE DE FRANCE;653;SAINT-CLOUD RÉPUBLIQUE;9, RUE DE MONTRETOUT;Caisse d'Epargne;ChIJ1yn0bTl75kcRSjZqYm3JJME;1.8;48.0;48.8456091,2.2132114
13507;Banque Populaire du Nord;00112;VALENCIENNES;12-14, ave Georges Clemenceau;Banque Populaire;ChIJycoiL8HtwkcRLYjPHgMxcZM;2.9;47.0;50.3596685,3.5221293
17515;ILE DE FRANCE;78;VINCENNES;21, AVENUE DU CHÂTEAU;Caisse d'Epargne;ChIJ26zrA6Ny5kcRnfrCDx6V1RY;2.3;47.0;48.8464743,2.4365524
13135;MIDI PYRENEES;84;SAINT ORENS DE GAMEVILLE;66, AV DE GAMEVILLE;Caisse d'Epargne;ChIJ-4jR9uGVrhIRY4xr_5pJb_w;1.4;47.0;43.5494396,1.5356081
11315;PROVENCE ALPES CORSE REUNION;195;CHAPITRE;2 BOULEVARD LONGCHAMP;Caisse d'Epargne;ChIJOQHZ6ZjAyRIRKHdIBAyd1LU;2.6;47.0;43.3006110,5.3871414
11425;NORMANDIE;76177;ROUEN JEANNE D'ARC;43 RUE JEANNE D'ARC;Caisse d'Epargne;ChIJZQq-PNjd4EcRvtYOO7JDNbM;3.6;47.0;49.4430815,1.0909637
17515;ILE DE FRANCE;13;PARIS LÉON BLUM;5, PLACE LÉON BLUM;Caisse d'Epargne;ChIJWeRjnvdt5kcRLvrKD_avACo;3.1;47.0;48.8578437,2.3793380
10107;BRED-Banque Populaire;00358;CHELLES;7, ave de la Résistance;Banque Populaire;ChIJvfceDbER5kcRz-yBXKjG0Z4;2.6;47.0;48.8782457,2.5873302
17515;ILE DE FRANCE;74;SAINT-DENIS;19, PLACE JEAN JAURÈS;Caisse d'Epargne;ChIJdRCcykxp5kcRJ2sYmwVaCZA;1.8;47.0;48.9367253,2.3581663
17515;ILE DE FRANCE;61;DRANCY;72, AVENUE HENRI BARBUSSE;Caisse d'Epargne;ChIJIVDFGbls5kcRo4UC8DI6Fmo;2.5;47.0;48.9176305,2.4471428
17515;ILE DE FRANCE;601;VERSAILLES FOCH;43 TER, RUE DU MARÉCHAL FOCH;Caisse d'Epargne;ChIJkdIBjLF95kcRMLPdhMu9X40;1.9;47.0;48.8087237,2.1329802
13825;RHONE ALPES;30256;JASSANS;948, RUE EDOUARD HERRIOT;Caisse d'Epargne;ChIJ-VqNz8Ka9EcRqgPfuXykYp8;4.0;46.0;45.9858006,4.7567914
17515;ILE DE FRANCE;52;BOIS-COLOMBES;10, RUE D'ESTIENNE D'ORVES;Caisse d'Epargne;ChIJPQPyg41l5kcRnSxwgRbqoZQ;2.1;46.0;48.9153709,2.2713004
17515;ILE DE FRANCE;403;CHELLES;26, AVENUE DE LA RÉSISTANCE;Caisse d'Epargne;ChIJWb023rAR5kcR1MJVUpEz4R8;2.4;46.0;48.8774265,2.5856137
17515;ILE DE FRANCE;648;RUEIL CENTRE;8 BIS, RUE DE MAUREPAS;Caisse d'Epargne;ChIJ03Ciml1j5kcReDsMJGI6igI;1.8;46.0;48.8788362,2.1810879
17515;ILE DE FRANCE;66;MONTREUIL;56, BOULEVARD ROUGET-DE-L'ISLE;Caisse d'Epargne;ChIJn7-hgV5t5kcR3mR6gcm-4Po;2.0;46.0;48.8591930,2.4377382
15135;GRAND EST EUROPE;51308;REIMS SAINT THOMAS;240, AVENUE DE LAON;Caisse d'Epargne;ChIJi-NJYgl16UcRG9idqpOyDn4;2.3;46.0;49.2699321,4.0225853
13825;RHONE ALPES;30204;ST EGREVE;9, AVENUE DU GENERAL DE GAULLE;Caisse d'Epargne;ChIJcaRxLdTzikcRHkiOzvWEgRo;3.3;46.0;45.2308209,5.6811662
11315;PROVENCE ALPES CORSE REUNION;222;BOUC BEL AIR;PLACE DE L HOTEL DE VILLE;Caisse d'Epargne;ChIJMbWUuduTyRIRv1KBg8Vyhx4;3.5;46.0;43.4516293,5.4135934
13825;RHONE ALPES;30481;AIX GENEVE;305 RUE DE GENEVE;Caisse d'Epargne;ChIJV2VUIb2gi0cRXSjAHIcl0E0;2.1;46.0;45.6920506,5.9121011
17515;ILE DE FRANCE;185;CRÉTEIL SOLEIL;AVENUE DU GÉNÉRAL DE GAULLE;Caisse d'Epargne;ChIJ8cSFJUpz5kcRzRjnRh_zzjQ;1.8;46.0;48.7813691,2.4553689
18315;COTE D'AZUR;60;CANNES CARNOT;17 BD CARNOT;Caisse d'Epargne;ChIJV2hZRY2BzhIR8oG2GRvWjtQ;3.9;46.0;43.5558587,7.0168080
17515;ILE DE FRANCE;686;MARLY-LE-ROI;1, RUE FERNAND QUÉRÉ;Caisse d'Epargne;ChIJASmGfByI5kcRuZUElTQUmWI;2.3;46.0;48.8738828,2.0937263
17515;ILE DE FRANCE;679;BEZONS;91, RUE EDOUARD VAILLANT;Caisse d'Epargne;ChIJ2YHwWBZk5kcRBpdQuQDMJfo;1.8;46.0;48.9259785,2.2125846
18315;COTE D'AZUR;127;CUERS;PLACE DE LA CONVENTION;Caisse d'Epargne;ChIJk7AFiPk9yRIRRBbj6T7jT9Y;4.9;45.0;43.2372827,6.0725959
17515;ILE DE FRANCE;42;PARIS PICPUS;86, AVENUE DE SAINT-MANDÉ;Caisse d'Epargne;ChIJ_1UIUWNy5kcRkETJSct4eLY;1.3;45.0;48.8443265,2.4058606
17515;ILE DE FRANCE;793;SANTE PARIS;26-28, RUE NEUVE TOLBIAC;Caisse d'Epargne;ChIJD_g2ljxy5kcRm5k6PtpwyUg;1.5;45.0;48.8312964,2.3775259
18315;COTE D'AZUR;67;MANDELIEU-LA-NAPOULE;551 AVENUE DE CANNES;Caisse d'Epargne;ChIJTSk_2t6CzhIRZ_rJNC36Vec;3.7;45.0;43.5448155,6.9375461
17515;ILE DE FRANCE;420;COULOMMIERS;5, COURS GAMBETTA;Caisse d'Epargne;ChIJfWJpB8uw6EcRW4ADTLEmsoY;2.6;45.0;48.8142073,3.0855065
16275;HAUTS DE FRANCE;59969;TOURCOING CENTRE;36 RUE NATIONALE;Caisse d'Epargne;ChIJO2tZDiovw0cRVe4tLORV-ow;2.0;45.0;50.7243483,3.1578344
13335;AQUITAINE POITOU-CHARENTES;33190;SAINT MEDARD EN JALLES;8, PLACE DE LA REPUBLIQUE;Caisse d'Epargne;ChIJbZiU5wfRVA0RSP_DLtMPYDo;1.8;45.0;44.8944483,-0.7141515
15135;GRAND EST EUROPE;6;STRASBOURG NEUDORF;1, PLACE DU MARCHE;Caisse d'Epargne;ChIJ6aX1blLIlkcRFMlDpoYcStM;3.0;45.0;48.5662978,7.7590306
17515;ILE DE FRANCE;18;PARIS GÉNÉRAL LECLERC;52, AVENUE DU GÉNÉRAL LECLERC;Caisse d'Epargne;ChIJjwp457Bx5kcRrR6rcLuw6fI;2.3;45.0;48.8303952,2.3286841
11315;PROVENCE ALPES CORSE REUNION;269;MALLEMORT;8 COURS VICTOR HUGO;Caisse d'Epargne;ChIJs2W1iKEDyhIRTk0Dr4_RdJ4;4.0;44.0;43.7294933,5.1799492
15135;GRAND EST EUROPE;135;COLMAR SAINTE-MARIE;20, AVENUE GENERAL DE GAULLE;Caisse d'Epargne;ChIJsV9JXMVlkUcREQDmQU0N9d8;4.1;44.0;48.0736611,7.3410803
