code_etab;nom_etab;code_agence;nom_agence;rue;nom_banque;place_id;rating;user_ratings_total;lat_lng
16275;HAUTS DE FRANCE;62711;NOEUX LES MINES;155 ROUTE NATIONALE;Caisse d'Epargne;ChIJ5WMisc083UcRJNdReS7iL5U;2.9;9.0;50.4795469,2.6646981
18707;Banque Populaire Val de France;00027;CHAVILLE;1671, ave Roger Salengro;Banque Populaire;ChIJGbnojIh75kcRp1xwoPVfIYY;3.4;9.0;48.8077105,2.1869825
17807;Banque Populaire Occitane;00207;RIEUMES;10, pl des Marchands;Banque Populaire;ChIJz4Yojrk2qRIRDuh41XDEy8A;3.7;9.0;43.4124033,1.1203045
14607;Banque Populaire Méditerranée;00389;SANARY SUR MER;Rue Antoine Hugues;Banque Populaire;ChIJcUuWfbsGyRIRRkTw-lufmag;3.0;9.0;43.1193711,5.8016817
13807;Banque Populaire Grand Ouest;00023;LANESTER;Pl Jean Moulin;Banque Populaire;ChIJUTxNu-xeEEgR7wYbtPS6HdE;2.3;9.0;47.7685468,-3.3523280
16275;HAUTS DE FRANCE;59015;VIEUX-CONDE;101 PLACE DE LA REPUBLIQUE;Caisse d'Epargne;ChIJJR6SxgDwwkcRfSwOElWuiWg;2.8;9.0;50.4571382,3.5690453
13807;Banque Populaire Grand Ouest;00061;CARQUEFOU;9, rue André Maurois;Banque Populaire;ChIJ4c_Y7RHwBUgR6wD7Ap5uuCQ;3.6;9.0;47.2962656,-1.4907498
16607;Banque Populaire du Sud;00441;AG MONTPELLIER SAINT MARTIN BDP;117, AVENUE DE PALAVAS;Banque Populaire;ChIJL3EiepavthIREh_LcUWm1WE;3.1;9.0;43.5959500,3.8879262
16275;HAUTS DE FRANCE;80261;LONGUEAU;104 RUE HENRI BARBUSSE;Caisse d'Epargne;ChIJt9blbX-F50cR60OY9Z2JZsQ;2.6;9.0;49.8707626,2.3565155
13335;AQUITAINE POITOU-CHARENTES;64206;MIMIZAN-BOURG;7, AVENUE DE BORDEAUX;Caisse d'Epargne;ChIJw0AJ2MqJUw0Roex36aKp2hQ;3.1;9.0;44.2031152,-1.2283001
13507;Banque Populaire du Nord;00060;MARLY;58, ave Henri Barbusse;Banque Populaire;ChIJGXNt343twkcRdGOIzrL5pxo;4.1;9.0;50.3513974,3.5390015
16807;Banque Populaire Auvergne Rhône Alpes;00512;MONTBRISON;15, rue Simon Boyer;Banque Populaire;ChIJ2-ZRwl4x9EcR5XfgVVuQzFw;3.1;9.0;45.6072319,4.0664286
14505;LOIRE CENTRE;639;JARGEAU;28, GRANDE RUE;Caisse d'Epargne;ChIJy8VDlHkb5UcRjsmZiVIecOs;3.7;9.0;47.8664818,2.1215651
14265;LOIRE DROME ARDECHE;30191;ST ETIENNE ALMA;11, RUE DE L'ALMA;Caisse d'Epargne;ChIJNWEIM1Wp9UcRrtuMaSNbSyk;1.9;9.0;45.4408549,4.3829917
14607;Banque Populaire Méditerranée;00355;ANTIBES ST CLAUDE;2222, Route de Grasse;Banque Populaire;ChIJt_OAsdEqzBIRUAzXq1lRV5A;2.1;9.0;43.6017828,7.0850977
14265;LOIRE DROME ARDECHE;30241;LA GRAND CROIX;35, RUE JEAN JAURES;Caisse d'Epargne;ChIJfVEW__4B9UcR1KqR55_XRQQ;2.3;9.0;45.5069944,4.5712359
13825;RHONE ALPES;30424;UGINE;58, ROUTE D'ANNECY;Caisse d'Epargne;ChIJd2JdhEXoi0cRGv7weIQH-Vo;4.2;9.0;45.7460880,6.4197254
14505;LOIRE CENTRE;624;CHATEAUNEUF SUR LOIRE;8. PLACE DE LA LIBERTE;Caisse d'Epargne;ChIJDZ4yGIcHBUgR-h3sfBbkv20;3.2;9.0;47.8661289,2.2195645
14445;BRETAGNE-PAYS DE LOIRE;22378;JOSSELIN;14, RUE OLIVIER DE CLISSON;Caisse d'Epargne;ChIJkREW8xjOD0gREq6tfHHenas;3.2;9.0;47.9543777,-2.5474052
10107;BRED-Banque Populaire;00467;VIRE;6, rue Deslongrais;Banque Populaire;ChIJkYoDevbaC0gRQwfO6rOU_Cw;4.0;9.0;48.8381338,-0.8894487
14505;LOIRE CENTRE;604;LA CHAPELLE SAINT MESMIN;19, RUE NATIONALE;Caisse d'Epargne;ChIJV_zjdevv5EcRk8FQ9TzELEs;3.4;9.0;47.8898063,1.8382697
13335;AQUITAINE POITOU-CHARENTES;86274;SAINTES GAMBETTA;101, AVENUE GAMBETTA;Caisse d'Epargne;ChIJ9S6MFawCAUgRc0psy2uK14A;2.2;9.0;45.7467591,-0.6235160
13335;AQUITAINE POITOU-CHARENTES;86334;NIORT AVENUE DE PARIS;224, AVENUE DE PARIS;Caisse d'Epargne;ChIJV_0aqU4wB0gRwA0tVPG0V3M;2.2;9.0;46.3298937,-0.4418398
16807;Banque Populaire Auvergne Rhône Alpes;00138;GRENOBLE CENTRE NOTRE DAME;3, pl Notre Dame;Banque Populaire;ChIJe8WOkIr0ikcRj8UcJhL_1yw;1.9;9.0;45.1923384,5.7315303
13825;RHONE ALPES;30205;GENAS;14, RUE DE LA REPUBLIQUE;Caisse d'Epargne;ChIJPdB7OWLG9EcRER570tYYdt4;4.6;9.0;45.7319676,4.9979733
14445;BRETAGNE-PAYS DE LOIRE;105;SAVINE;RUE DU PETIT SAVINE;Caisse d'Epargne;ChIJdcd5R7llBUgRbEUHhVNsaTU;2.8;9.0;47.2987130,-2.2086143
13825;RHONE ALPES;30145;QUINCIEUX;LE BOURG;Caisse d'Epargne;ChIJr7-AnwOR9EcR3Ljl69U1wVU;1.2;9.0;45.9147091,4.7777351
11425;NORMANDIE;14404;DUCEY;RUE DU PLAT D'ETAIN;Caisse d'Epargne;ChIJO8jHxOJTCUgRz0Biifp9Lw8;4.1;9.0;48.6205407,-1.2908235
11425;NORMANDIE;14420;ST HILAIRE DU HARCOUET;66 RUE DE MORTAIN;Caisse d'Epargne;ChIJVx2CXJNcCUgRpCaKhiH6sz4;3.3;9.0;48.5790020,-1.0924970
12135;BOURGOGNE - FRANCHE-COMTE;30224;GENLIS;CENTRE COMMERCIAL DES MEIX FLEUR;Caisse d'Epargne;ChIJE_08MAik8kcRsZdT8IwI1Bc;3.0;9.0;47.2421044,5.2195760
13825;RHONE ALPES;30122;VINAY;19 RUE DE MALLEVAL;Caisse d'Epargne;ChIJYUpzvR3BikcRLVyOmLT2W3Y;3.7;9.0;45.2097613,5.4019123
14265;LOIRE DROME ARDECHE;30331;LA VOULTE SUR RHONE;PLACE LOUIS ANTERIOU;Caisse d'Epargne;ChIJc4PlsRNJtRIR-icDr3YXMuE;3.2;9.0;44.8018486,4.7815139
10807;Banque Populaire Bourgogne Franche-Comté;00079;PERONNAS;33, rue de l'Europe;Banque Populaire;ChIJg3RPu1lR80cRKgis1-8KXuw;3.3;9.0;46.1790176,5.2022434
15135;GRAND EST EUROPE;92;HOCHFELDEN;30, RUE DU GENERAL LEBOCQ;Caisse d'Epargne;ChIJDxJ1sii9lkcRQN4VFh6gCEg;3.4;9.0;48.7571992,7.5699318
14607;Banque Populaire Méditerranée;00252;LAMBESC;3 AVENUE DU 11 NOVEMBRE 1918;Banque Populaire;ChIJX6A-tEkCyhIRj9ZIaTFxaB0;4.3;9.0;43.6562663,5.2630666
14707;Banque Populaire Alsace Lorraine Champagne;00035;METZ ST LOUIS;36, pl Saint Louis;Banque Populaire;ChIJJcAN-xrclEcRVwaJapwmpnc;4.4;9.0;49.1162173,6.1792778
18715;AUVERGNE-LIMOUSIN;533;BORT LES ORGUES;PLACE DU 19 OCTOBRE;Caisse d'Epargne;ChIJVZeSppYn-EcRblbYbPytdg4;3.1;9.0;45.4013705,2.4953403
15135;GRAND EST EUROPE;54516;PAGNY SUR MOSELLE;26 RUE DE SERRE;Caisse d'Epargne;ChIJ1bCyVkLPlEcRGF9r5iNMVJI;2.4;9.0;48.9832616,6.0213499
14445;BRETAGNE-PAYS DE LOIRE;335;CHATEAUNEUF SUR SARTHE;18 RUE NATIONALE;Caisse d'Epargne;ChIJWXrLk1JvCEgRRdUaVFJlN8o;2.3;9.0;47.6802089,-0.4888364
15135;GRAND EST EUROPE;54266;DOMBASLE SUR MEURTHE;40, RUE GABRIEL PERI;Caisse d'Epargne;ChIJUTFgqqqclEcRoNmxY-8VpAc;3.2;9.0;48.6251184,6.3465947
13135;MIDI PYRENEES;545;SAINT JUERY;6, AVENUE JEAN JAURES;Caisse d'Epargne;ChIJXeujisTorRIRpdZXK1fZZ50;3.3;9.0;43.9487170,2.2095640
14707;Banque Populaire Alsace Lorraine Champagne;00008;SARRALBE;21, rue Napoléon 1er;Banque Populaire;ChIJoSpacOM3lEcRMX8YWB3efEk;3.3;9.0;49.0012424,7.0296367
13135;MIDI PYRENEES;555;REALMONT;19, BOULEVARD GAMBETTA;Caisse d'Epargne;ChIJwxS3l9PhrRIRx43q_qKXOuI;1.9;9.0;43.7760092,2.1876300
18715;AUVERGNE-LIMOUSIN;713;LIMOGES BEAUBREUIL;1C PLACE DE BEAUBREUIL;Caisse d'Epargne;ChIJ96EqrZ81-UcRInuKpu7lgd0;2.8;9.0;45.8786274,1.2908972
18715;AUVERGNE-LIMOUSIN;722;CORA LEMPDES;28 AVENUE DE L'EUROPE;Caisse d'Epargne;ChIJH_HjzQTi9kcRnTVUa-6x2JA;2.0;9.0;45.7784593,3.1976144
10207;Banque Populaire Rives de Paris;00064;BRUNOY;3, pl Saint Médard;Banque Populaire;ChIJD9alJnEK5kcRpEYunASW64w;4.4;9.0;48.6978409,2.5025543
13335;AQUITAINE POITOU-CHARENTES;33037;LA PLANTE LIBOURNE;12, AVENUE DE GOURINAT;Caisse d'Epargne;ChIJAVIM3DVJVQ0RUCwoIdG2WNM;3.8;9.0;44.9049891,-0.2288289
18715;AUVERGNE-LIMOUSIN;735;ISLE;10, RUE DU GENERAL DE GAULLE;Caisse d'Epargne;ChIJmdzan5XM_kcR-XvDjhhQ0HQ;4.4;9.0;45.8050266,1.2260135
11307;CASDEN Banque Populaire;DD59A;CASDEN LILLE;209 RUE PIERRE MAUROY;Banque Populaire;ChIJFd8P5YjVwkcR_ret9ajFWaU;2.3;9.0;50.6312323,3.0688026
10907;Banque Populaire Aquitaine Centre Atlantique;07009;Banque Populaire Aquitaine Centre Atlantique;10, quai des Queyries;Banque Populaire;ChIJ1YV0rCssVQ0RdvddqLbM1uc;3.1;9.0;44.9270123,-0.4904880
42559;Crédit Coopératif;57;LORIENT;16, bd Svob;Credit Cooperatif;ChIJx_SsQVReEEgRDvOizukkQq0;2.3;9.0;47.7503350,-3.3674234
14445;BRETAGNE-PAYS DE LOIRE;124;PORNICHET;154 AV DU GAL DE GAULLE;Caisse d'Epargne;ChIJxX5HMbdCBUgRyDDTCVYIA5g;1.7;9.0;47.2604187,-2.3394701
15135;GRAND EST EUROPE;157;NEUF-BRISACH;10, RUE DE BALE;Caisse d'Epargne;ChIJlUi2zRVtkUcRP0HfAxaaK58;4.0;9.0;48.0168872,7.5301014
13825;RHONE ALPES;30484;COGNIN;CENTRE COMMERCIAL L'EPINE;Caisse d'Epargne;ChIJ2-a6NDWoi0cR9lWiNGKS8lI;3.6;9.0;45.5606886,5.8965418
13335;AQUITAINE POITOU-CHARENTES;33174;SAINT JEAN D'ILLAC;336, AVENUE DU LAS;Caisse d'Epargne;ChIJz7U2oQLFVA0R6RWmYZMjfXY;1.9;9.0;44.8099739,-0.7838248
15135;GRAND EST EUROPE;129;MARLENHEIM;31, RUE DU GENERAL DE GAULLE;Caisse d'Epargne;ChIJ_WJoTpevlkcREDKLOAWnxGo;2.2;9.0;48.6207198,7.4939302
42559;Crédit Coopératif;26;TOURS;4, rue des Tanneurs;Credit Cooperatif;ChIJk54e7rrV_EcRgFtM0QDNivc;3.7;9.0;47.3961320,0.6835248
11425;NORMANDIE;76032;DIEPPE BELVEDERE;ZAC DU BELVEDERE;Caisse d'Epargne;ChIJTzrEkwei4EcRaArAUDNau8A;4.1;9.0;49.9092853,1.0785122
13485;LANGUEDOC ROUSSILLON;333;RIVESALTES;10 AVENUE GAMBETTA;Caisse d'Epargne;ChIJXxuEREJpsBIRKP61oBnA06k;2.2;9.0;42.7679029,2.8710098
18715;AUVERGNE-LIMOUSIN;427;BRIVES CHARENSAC;PLACE DE LA LIBERATION;Caisse d'Epargne;ChIJM31TInzw9UcRlxp5hhFY9uU;3.2;9.0;45.0478583,3.9277541
14445;BRETAGNE-PAYS DE LOIRE;369;SAINT PIERRE MONTLIMART;6 TER AVENUE BON AIR;Caisse d'Epargne;ChIJNx0wDxIXBkgRcJQS4s9odvk;3.7;9.0;47.2661528,-1.0268396
10107;BRED-Banque Populaire;00205;BOULOGNE BILLANCOURT EGLISE;1, bd Jean Jaurès;Banque Populaire;ChIJp2z01Nt65kcRBBo-biBVTkw;1.9;9.0;48.8457485,2.2371996
14445;BRETAGNE-PAYS DE LOIRE;583;PONTLIEUE;11 ET 13 AV GEORGES DURAND;Caisse d'Epargne;ChIJSZxE8d6O4kcRuiWd_omnXVk;2.2;9.0;47.9824013,0.2112414
13335;AQUITAINE POITOU-CHARENTES;86148;SURGERES;4, RUE GAMBETTA;Caisse d'Epargne;ChIJm7u4-FwuAUgR2_1X1kK7LHQ;2.7;9.0;46.1070560,-0.7524495
12135;BOURGOGNE - FRANCHE-COMTE;30853;BLETTERANS;17 RUE  LOUIS LEGRAND;Caisse d'Epargne;ChIJE60s3qQrjUcRtoSvba2-I4s;2.8;9.0;46.7464241,5.4548545
12135;BOURGOGNE - FRANCHE-COMTE;30868;ARBOIS;1 RUE DE COURCELLES;Caisse d'Epargne;ChIJ_yxDx-c9jUcR0wQeiiFMvgk;2.6;9.0;46.9043993,5.7710787
15135;GRAND EST EUROPE;55231;COMMERCY;11, PLACE CHARLES DE GAULLE;Caisse d'Epargne;ChIJEzXjK0NF60cR-G_q7JQmPos;3.0;9.0;48.7621154,5.5924057
14445;BRETAGNE-PAYS DE LOIRE;625;SAVIGNE L'EVEQUE;77 GRANDE RUE;Caisse d'Epargne;ChIJ059nsIOK4kcRPbUS-BbFPcQ;2.0;9.0;48.0762557,0.2975542
14607;Banque Populaire Méditerranée;00024;MARSEILLE PYTHEAS;247, ave du Prado;Banque Populaire;ChIJTRFCpM-4yRIRdnJObfUktZo;2.9;9.0;43.2748120,5.3904859
13335;AQUITAINE POITOU-CHARENTES;64401;BAYONNE-GOUVERNEURS;5, RUE DES GOUVERNEURS;Caisse d'Epargne;ChIJT5pnf4tAUQ0RhQq0JTejs2w;2.4;9.0;43.4915132,-1.4773010
13335;AQUITAINE POITOU-CHARENTES;64301;ANGLET-BLANCPIGNON;113, AVENUE DE L'ADOUR;Caisse d'Epargne;ChIJUZElbrVBUQ0RizzO2qaFoZs;2.9;9.0;43.5140264,-1.5011607
13135;MIDI PYRENEES;83;PORTET SUR GARONNE;40 route d?Espagne;Caisse d'Epargne;ChIJ21kpr5-5rhIRJgxanfRqRv8;2.2;9.0;43.5443550,1.4167126
17515;ILE DE FRANCE;561;OSNY;42, RUE ARISTIDE BRIAND;Caisse d'Epargne;ChIJrbxQ__j05kcR8AB-QDIpQnM;3.1;9.0;49.0605871,2.0601523
13335;AQUITAINE POITOU-CHARENTES;64184;SALIES-DE-BEARN;PLACE DU GENERAL DE GAULLE;Caisse d'Epargne;ChIJ7XMbq3LAVg0RtRaTKapjxj0;3.6;9.0;43.4725319,-0.9257513
14445;BRETAGNE-PAYS DE LOIRE;22088;FOUESNANT;12, RUE DE KERNEVELECK;Caisse d'Epargne;ChIJ4TYiQlXQEEgReq7cm2MrFDk;1.6;9.0;47.8921411,-4.0130457
10207;Banque Populaire Rives de Paris;00193;SARCELLES VILLAGE;1, pl du 11 Novembre;Banque Populaire;ChIJoU8gBwlp5kcR00PVAc8dOCA;2.3;9.0;48.9934804,2.3779048
16807;Banque Populaire Auvergne Rhône Alpes;00407;LYON VAISE;18, Grande Rue de Vaise;Banque Populaire;ChIJZ0Xvh23r9EcROC0kuqWiU6k;2.3;9.0;45.7744759,4.8066931
14265;LOIRE DROME ARDECHE;30077;FEURS;10, PLACE ANTOINE DRIVET;Caisse d'Epargne;ChIJ57PcWC5H9EcRLEc9hov0rQs;3.6;9.0;45.7437024,4.2212704
13335;AQUITAINE POITOU-CHARENTES;64036;MAZERES-LEZONS;AV DU GENERAL DE GAULLE;Caisse d'Epargne;ChIJS7wRABdJVg0RdSk9z1yh3jc;3.9;9.0;43.2808503,-0.3598975
14265;LOIRE DROME ARDECHE;30179;ST GENEST LERPT;6, RUE DE LA REPUBLIQUE;Caisse d'Epargne;ChIJs0t53t6t9UcRQHcNz1Jiz-8;4.0;9.0;45.4452406,4.3369714
14445;BRETAGNE-PAYS DE LOIRE;137;NOZAY;12B PL DE L'EGLISE;Caisse d'Epargne;ChIJm0ETJR1dD0gR2PdmczngN04;3.0;9.0;47.5656971,-1.6240824
10207;Banque Populaire Rives de Paris;00219;SAINT LEU LA FORET;16, rue de Paris;Banque Populaire;ChIJ1TaNVIBn5kcR1WLk2ci97G4;3.3;9.0;49.0169657,2.2474247
14607;Banque Populaire Méditerranée;00069;BOUC BEL AIR;1C, ave de Lattre de Tassigny;Banque Populaire;ChIJ4eIOjTqTyRIRnm74YMM5fSY;2.6;9.0;43.4598427,5.4056745
13825;RHONE ALPES;30702;ENTREPRISES GRANDES CLIENTELES;116 COURS LAFAYETTE - BP3276;Caisse d'Epargne;ChIJsVyI3b_r9EcRADMSwwMW9eY;4.9;9.0;45.7633674,4.8509453
16275;HAUTS DE FRANCE;59023;SOLESMES;1 RUE EMILE DUEE;Caisse d'Epargne;ChIJUZ2VMrqRwkcRAVsfsvIcs4g;1.8;9.0;50.1846807,3.4982355
14445;BRETAGNE-PAYS DE LOIRE;383;GAMBETTA;44 ALLEE DE CAMBRAI;Caisse d'Epargne;ChIJF2gHlfP9CEgR0vHU0xK68dc;1.8;9.0;48.0730715,-0.7722242
13825;RHONE ALPES;30420;BEAUREPAIRE;5  RUE LAMARTINE;Caisse d'Epargne;ChIJu_it6P8x9UcRsJikaLFrOzU;3.1;9.0;45.3378362,5.0531946
14607;Banque Populaire Méditerranée;00020;AIX EN PROVENCE LES MILLES;1140, rue André Ampère;Banque Populaire;ChIJHcVfVTntyRIRezi5ml7N3ys;2.6;9.0;43.4850060,5.3802693
12135;BOURGOGNE - FRANCHE-COMTE;30714;JOIGNY CORTEL;9-13 RUE GABRIEL CORTEL;Caisse d'Epargne;ChIJk9Wj9qir70cRMZNlf-6LZGk;2.6;9.0;47.9819992,3.3957083
18315;COTE D'AZUR;76;MONTAUROUX;RD 562;Caisse d'Epargne;ChIJCxNZUxMgzBIRrpbXROhjE1c;4.0;9.0;43.6042120,6.7713430
11425;NORMANDIE;76147;FAUVILLE EN CAUX;866 RUE BERNARD THELU;Caisse d'Epargne;ChIJxwZexbNd4EcR6ixrTq-91Fo;3.7;9.0;49.6513213,0.5917838
14505;LOIRE CENTRE;264;MONTBAZON;28, RUE NATIONALE;Caisse d'Epargne;ChIJ17ou8-DZ_EcR7mXB2eVjUWE;2.4;9.0;47.2874599,0.7147144
11425;NORMANDIE;76178;ROUEN LA CALENDE;48 RUE DU GENERAL LECLERC;Caisse d'Epargne;ChIJcXpgV3je4EcRgdqSIaGW2FM;3.9;9.0;49.4394727,1.0943185
13485;LANGUEDOC ROUSSILLON;604;CASTELNAU EUROPE;1 134 AVENUE DE L'EUROPE;Caisse d'Epargne;ChIJWeG_UfSlthIRQK_IILGhYQs;1.9;9.0;43.6312439,3.9087810
11425;NORMANDIE;76214;PETIT COURONNE;2 AVENUE FRANCOIS MITTERRAND;Caisse d'Epargne;ChIJZ4nzj0Xg4EcR9B0cZ4Y8iWM;3.0;9.0;49.3884036,1.0225972
12135;BOURGOGNE - FRANCHE-COMTE;30016;CHARNAY LES MACON;57 GRANDE RUE DE LA COUPEE;Caisse d'Epargne;ChIJP7R5lTdu80cRZ6NPEOsxXL0;3.6;9.0;46.3082155,4.8117920
12135;BOURGOGNE - FRANCHE-COMTE;30105;DIJON WILSON VOLTAIRE;30 RUE D'AUXONNE;Caisse d'Epargne;ChIJA_GAaNyd8kcRi2qWxczqvHk;1.9;9.0;47.3150052,5.0463074
12135;BOURGOGNE - FRANCHE-COMTE;30108;LONGVIC;CENTRE COMMERCIAL ARISTIDE BRIAND;Caisse d'Epargne;ChIJ0T0pUpCe8kcRjfymhcW9D-c;3.9;9.0;47.2859633,5.0630089
10107;BRED-Banque Populaire;00354;LA FERTE SOUS JOUARRE;7, rue Michel Fauvet;Banque Populaire;ChIJOQEaavK-6EcRzp-O0kbPJt0;3.4;9.0;48.9500441,3.1287138
13485;LANGUEDOC ROUSSILLON;114;VERGEZE;321 AVENUE DE LA CAMARGUE;Caisse d'Epargne;ChIJt46gfcYntBIRJQXuxGsYvD0;2.4;9.0;43.7414874,4.2170858
10107;BRED-Banque Populaire;00350;LE HAVRE ROND POINT;171, cours de la République;Banque Populaire;ChIJbXotYAgv4EcROg8v-Xvvq8g;4.8;9.0;49.4998857,0.1292393
13485;LANGUEDOC ROUSSILLON;35;QUILLAN;1, PLACE RAOUL DE VOLONTAT;Caisse d'Epargne;ChIJ-fcqO1PArxIRCjub_PGl-00;2.7;9.0;42.8750724,2.1838427
13825;RHONE ALPES;30382;BOURG REYSSOUZE;2, RUE ROBERT SCHUMAN;Caisse d'Epargne;ChIJN9FFGDdS80cRRIm07124EPw;2.4;9.0;46.2125857,5.2307590
12135;BOURGOGNE - FRANCHE-COMTE;30520;CHALON PLACE DE BEAUNE;50 PLACE DE BEAUNE;Caisse d'Epargne;ChIJ97RP_bv88kcRkCSkF76Pqls;2.0;9.0;46.7855817,4.8565763
12135;BOURGOGNE - FRANCHE-COMTE;30530;GIVRY;2 PLACE DE LA POSTE;Caisse d'Epargne;ChIJix4O2ub-8kcR4nmMWJC2rrU;2.7;9.0;46.7825047,4.7447575
16807;Banque Populaire Auvergne Rhône Alpes;00432;LYON POINT DU JOUR;1, rue Joliot Curie;Banque Populaire;ChIJxcA4pJrr9EcRZniD8LIirGI;3.8;9.0;45.7561486,4.7966106
13507;Banque Populaire du Nord;00017;LOMME;894, ave de Dunkerque;Banque Populaire;ChIJXddmRVnV3EcRsalGEzgla0o;4.6;9.0;50.6457296,2.9858955
16807;Banque Populaire Auvergne Rhône Alpes;00301;AMBERT;2, pl du Pontel;Banque Populaire;ChIJLXsukrKA9kcRdYGDCA5e0GI;1.9;9.0;45.5498211,3.7427721
14445;BRETAGNE-PAYS DE LOIRE;22226;CESSON-SEVIGNE;2, RUE SAINT MARTIN;Caisse d'Epargne;ChIJ3WG17i3ZDkgRdfLSSGOIn48;2.2;9.0;48.1178825,-1.6054609
17515;ILE DE FRANCE;683;LE VÉSINET-LE PECQ;1, PLACE DE LA RÉPUBLIQUE;Caisse d'Epargne;ChIJ0d_GZgNj5kcRtrF1z73Yh8g;2.1;9.0;48.8976209,2.1139969
14445;BRETAGNE-PAYS DE LOIRE;22217;RENNES BINQUENAIS;30, BD OSCAR LEROUX;Caisse d'Epargne;ChIJezcJWLzfDkgRwDa4XPsMVDw;2.7;9.0;48.0912290,-1.6657379
16807;Banque Populaire Auvergne Rhône Alpes;00308;CLERMONT SUD LA PARDIEU;300, rue de l'Oradou;Banque Populaire;ChIJiwAEJkAc90cRK-FC217_zr8;2.8;9.0;45.7643180,3.1243590
14445;BRETAGNE-PAYS DE LOIRE;22138;PLERIN;27, RUE DU COMMERCE;Caisse d'Epargne;ChIJX2WiaLcCDkgR3QpNaGieWqo;3.6;9.0;48.5349955,-2.7687483
17515;ILE DE FRANCE;639;SAINT-ARNOULT-EN-YVELINES;2-4, AVENUE HENRI GRIVOT;Caisse d'Epargne;ChIJDWtn7bEv5EcRmh4wak-z-_s;2.3;9.0;48.5714171,1.9379991
13507;Banque Populaire du Nord;00187;ANZIN;1 ter, pl Roger Salengro;Banque Populaire;ChIJ577D5izswkcRaFByE0UNY8I;3.6;9.0;50.3710620,3.5025920
14445;BRETAGNE-PAYS DE LOIRE;22025;PLABENNEC;2,PLACE DU GENERAL DE GAULLE;Caisse d'Epargne;ChIJCSPwJIivFkgR54WGqv85tto;3.6;9.0;48.5021746,-4.4261259
16275;HAUTS DE FRANCE;62480;HESDIN;1 BIS RUE MARCEL FREVILLE;Caisse d'Epargne;ChIJ9ZZ_0yej3UcRwTYgSaAdKYw;2.4;9.0;50.3731485,2.0395499
16807;Banque Populaire Auvergne Rhône Alpes;00035;THONON LES BAINS;4, square Aristide Briand;Banque Populaire;ChIJ4Rz6OrE_jEcRyqpBLLq6B_8;1.7;9.0;46.3715899,6.4789070
11425;NORMANDIE;76071;BRIONNE;6 RUE MARECHAL FOCH;Caisse d'Epargne;ChIJz74GnnQI4UcRg5XaWLtrA_o;3.4;9.0;49.1956810,0.7194677
14505;LOIRE CENTRE;694;CHATILLON COLIGNY;20, RUE JEAN JAURES;Caisse d'Epargne;ChIJ0fHd3IuO70cRGXq4UYeDrPM;4.6;9.0;47.8230997,2.8461352
10548;Banque de Savoie;1780;ALLEVARD;Rue Charramil;Banque de Savoie;ChIJX1aqxVxMikcRIDh_iGws3oo;4.6;9.0;45.3932373,6.0745384
13825;RHONE ALPES;30373;MONTREVEL EN BRESSE;1, PLACE DU GENERAL DE GAULLE;Caisse d'Epargne;ChIJx9WJ9xJG80cRNbcUq3VeeS4;4.0;9.0;46.3358743,5.1271083
14505;LOIRE CENTRE;689;VILLEMANDEUR;11, RUE DE LA LIBERATION;Caisse d'Epargne;ChIJIV7tvUF-5UcR_f1qYLJbkHw;4.3;9.0;47.9905832,2.7090415
16275;HAUTS DE FRANCE;59067;SIN-LE-NOBLE;PLACE JEAN JAURES;Caisse d'Epargne;ChIJ2fVGux7JwkcRd-jyCm4Fews;2.9;9.0;50.3639756,3.1129428
14505;LOIRE CENTRE;180;SANCERROIS;94 AVENUE DE FONTENAY;Caisse d'Epargne;ChIJnW3SkFYD8EcRP8rnirALTcc;4.6;9.0;47.3390595,2.8387453
14505;LOIRE CENTRE;685;MALESHERBES;6, PLACE DE L'HOTEL DE VILLE;Caisse d'Epargne;ChIJRTBkvP2V5UcRISj-NEuOL_Y;2.6;9.0;48.2952909,2.4162654
14707;Banque Populaire Alsace Lorraine Champagne;00073;BRUYERES;11, rue Léopold;Banque Populaire;ChIJU_fpRBqWk0cR_fzqDoh64tI;2.9;9.0;48.2107768,6.7190661
14505;LOIRE CENTRE;212;TOURS-BEAUJARDIN;7, RUE MAURICE BOUCHOR;Caisse d'Epargne;ChIJ68G71iTU_EcRTvsPjG1mmo0;3.9;9.0;47.3778996,0.7078465
18315;COTE D'AZUR;130;PIGNANS;27 PLACE MAZEL;Caisse d'Epargne;ChIJM3LlDRo4yRIREOkQ0HRa3IE;5.0;9.0;43.3014754,6.2272972
15135;GRAND EST EUROPE;57258;DIEUZE;1 BIS, PLACE DU MARCHE;Caisse d'Epargne;ChIJO0_atARnlEcRzsKGaz2XcqI;3.6;9.0;48.8117624,6.7198615
13135;MIDI PYRENEES;43;MONTASTRUC LA CONSEILLERE;20 AVENUE DE CASTELNAU;Caisse d'Epargne;ChIJE5UFe6OerhIRS5RZWumiS7g;3.2;9.0;43.7179479,1.5906341
15135;GRAND EST EUROPE;57543;PUTTELANGE AUX LACS;16, RUE WILSON;Caisse d'Epargne;ChIJc0mjQ8lOlEcRZ173jzq-Lhk;2.9;9.0;49.0536045,6.9302602
14505;LOIRE CENTRE;611;ORLEANS REPUBLIQUE;39, RUE DE LA REPUBLIQUE;Caisse d'Epargne;ChIJB2mKqyz75EcRBc0zlcsHDCE;1.4;9.0;47.9061986,1.9048504
